Country,ISO3,Disease,Year,Latest Reported Cases Aggregate,Cases,Cases Lower,Cases Upper,Incidence,Incidence Lower,Incidence Upper,Derived_Cases_Method,Year Range Incidence Estimate
Cameroon,CMR,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2018,765.0,767.1307769649525,608.599242205336,966.6704262479648,0.00011502811440106696,9.125696081933678e-05,0.00014494826660260452,None,2006-2017
Cameroon,CMR,Peste des petits ruminants virus (Inf. with),2018,71.0,86.61859702506575,68.00126916319913,108.35740298511793,2.5976206892073067e-05,2.039302294628072e-05,3.249549652039082e-05,None,2010
Cameroon,CMR,Sheep pox and goat pox,2018,8.0,8.022943759398496,3.666330304211748,14.932552653325468,2.406015037593985e-06,1.0995023908009234e-06,4.478150079448975e-06,None,2007
Cameroon,CMR,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2018,9.0,9.025811729323308,4.336882338730527,16.268989468024238,2.7067669172932333e-06,1.3005954467819593e-06,4.878936520110815e-06,None,2006
Cameroon,CMR,Trypanosomosis (tsetse-transmitted) (-2021),2018,1217.0,1250.5185997310084,1071.4839991971783,1460.8830695690972,0.00018751013630247332,0.00016066463208032214,0.0002190534259592785,None,2009-2017
Congo (Dem. Rep. of the),COD,Anthrax,2018,17.0,26.00525805411542,15.518670074672448,40.396427806096575,4.168193982844204e-05,2.4873749413441226e-05,6.474850084524554e-05,None,2011
Congo (Dem. Rep. of the),COD,Bovine anaplasmosis,2018,860.0,718.7571428571429,587.1112713042012,873.8949167826183,0.0005760218167704975,0.00047051901258155486,0.0007003513532131627,Adjusted_Susceptible_Cases,2016-2023
Congo (Dem. Rep. of the),COD,Bovine babesiosis,2018,34.0,40.997299060227576,28.715247065305928,56.36256667603066,6.571159374773512e-05,4.602558443543359e-05,9.033946549878892e-05,None,2014
Congo (Dem. Rep. of the),COD,Bovine tuberculosis (-2018),2018,1486.0,1530.198711414295,1177.1375479878818,1977.5714027847334,0.001226322201494873,0.0009433741503915962,0.001584852802571523,None,2015-2018
Congo (Dem. Rep. of the),COD,Brucella abortus (Inf. with),2018,968.0,1102.7113019590665,888.1956996147736,1358.4851228080597,0.0008837279376492663,0.0007118121964062796,0.001088708580181889,Adjusted_Susceptible_Cases,2011-2019
Congo (Dem. Rep. of the),COD,Brucella melitensis (Inf. with),2018,2.0,2.4116058270722105,0.40089091070102717,7.442016957556471,3.865387867513831e-06,6.425589310760616e-07,1.1928268597897044e-05,None,2014
Congo (Dem. Rep. of the),COD,Crimean Congo haemorrhagic fever (2006-),2018,2.0,2.2752771854135876,0.3782284537208537,7.021317997703718,3.6468765869611395e-06,6.062349243599368e-07,1.125396078314742e-05,None,2015
Congo (Dem. Rep. of the),COD,Foot and mouth disease virus (Inf. with),2018,2082.0,2046.4228449575412,1794.180659577692,2330.965657548767,0.0016400312911636456,0.0014378809496573492,0.0018680677976340404,Adjusted_Susceptible_Cases,2005-2019
Congo (Dem. Rep. of the),COD,Lumpy skin disease virus (Inf. with),2018,2473.0,2300.46456639005,1960.3552343735591,2693.361534552814,0.0018436238055049505,0.001571055529452802,0.0021584968160257203,Adjusted_Susceptible_Cases,2013-2022
Congo (Dem. Rep. of the),COD,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2018,4054.0,2698.4536495651782,2391.5799739873414,3043.8401714284414,0.0021625777067268083,0.00191664494086556,0.0024393751949867096,Adjusted_Susceptible_Cases,2006-2022
Congo (Dem. Rep. of the),COD,Rift Valley fever virus (Inf. with),2018,22.0,25.028049039549465,11.435124286694482,47.29418316429151,4.011564245657254e-05,1.832853038631263e-05,7.580441204571505e-05,None,2015
Congo (Dem. Rep. of the),COD,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2018,2582.0,2498.2449767829958,2265.483214165958,2751.4602353385885,0.002002127734750497,0.0018155892708064695,0.0022050579104248604,Adjusted_Susceptible_Cases,2015-2019
Congo (Dem. Rep. of the),COD,Trypanosomosis (tsetse-transmitted) (-2021),2018,2485.0,2480.220008238058,1986.5610745651206,3067.791962493201,0.001987682278129066,0.0015920572486386952,0.0024585704883359856,Adjusted_Susceptible_Cases,2013-2019
Congo (Rep. of the),COG,Bovine anaplasmosis,2018,3.0,2.969547619047619,0.738413869314757,7.69750602962403,1.5873015873015872e-05,3.947017045056604e-06,4.1145201581257525e-05,None,2012
Congo (Rep. of the),COG,Bovine babesiosis,2018,27.0,27.0,15.15527885058202,43.94516648859914,7.216106349371798e-05,4.0504482940809275e-05,0.00011744925737873372,None,2018
Congo (Rep. of the),COG,Bovine tuberculosis (-2018),2018,11.0,10.9173818968613,2.4168851593806657,31.790290502265908,2.917814400905835e-05,6.459444571966405e-06,8.496374708954628e-05,None,2011-2015
Congo (Rep. of the),COG,Heartwater,2018,20.0,19.79698412698413,12.338614890458798,29.783096516521194,0.00010582010582010582,6.595315352110604e-05,0.00015919851250134937,None,2012
Congo (Rep. of the),COG,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2018,150.0,22.0,14.039778013746593,32.514542798290904,0.00011759580717494781,7.50463194583462e-05,0.00017379881387679115,Adjusted_Susceptible_Cases,2010-2019
Congo (Rep. of the),COG,Trypanosomosis (tsetse-transmitted) (-2021),2018,24.0,24.0,13.040138741272589,40.05757067732601,0.00012828633509994307,6.970298367969355e-05,0.00021411828896671244,None,2018
Colombia,COL,Anthrax,2018,22.0,21.62774510522137,10.178026669725094,46.96225541609564,7.342455190472679e-07,3.4553627475409193e-07,1.5943329013664446e-06,None,2006-2013
Colombia,COL,Bovine anaplasmosis,2018,1078.0,1064.6338718740406,733.264575881331,1533.6079768525544,3.614351131134511e-05,2.48937754027341e-05,5.206482596779284e-05,Adjusted_Susceptible_Cases,2005-2023
Colombia,COL,Bovine babesiosis,2018,400.0,362.7134042610195,189.6808670906184,667.2055904245772,1.231384457701689e-05,6.4395213663149655e-06,2.2651123021339037e-05,Adjusted_Susceptible_Cases,2005-2022
Colombia,COL,Bovine genital campylobacteriosis,2018,34.0,36.45313928834858,18.100565127699852,72.4519400508776,1.237556390990299e-06,6.145004378671136e-07,2.4596883341201946e-06,None,2007-2018
Colombia,COL,Bovine tuberculosis (-2018),2018,211.0,217.40332801239617,130.39539185088339,380.428423803731,7.380677858115131e-06,4.426824511992685e-06,1.2915256035113395e-05,None,2005-2018
Colombia,COL,Bovine viral diarrhoea (2006-),2018,598.0,525.2496531997361,322.76605795326134,866.0016039135538,1.783182677467061e-05,1.0957662511729849e-05,2.9400096684502028e-05,Adjusted_Susceptible_Cases,2008-2022
Colombia,COL,Brucella abortus (Inf. with),2018,870.0,1055.4299341115186,781.4831176063069,1429.8568621534375,3.5831044615124884e-05,2.6530758270079344e-05,4.8542554427539e-05,Adjusted_Susceptible_Cases,2005-2021
Colombia,COL,Enzootic bovine leukosis,2018,872.0,909.4497766164247,674.381324441289,1257.9037133622737,3.087512914686322e-05,2.2894733740903778e-05,4.270487563246666e-05,Adjusted_Susceptible_Cases,2007-2023
Colombia,COL,Foot and mouth disease virus (Inf. with),2018,1493.0,1568.6320556130856,1444.6257865925686,1719.2420085650454,5.325386683930146e-05,4.904394819456475e-05,5.836696034677945e-05,None,2005-2018
Colombia,COL,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2018,8.0,7.679473778289933,2.608178437738219,17.59460746391073,5.214246037132276e-07,1.770913538575652e-07,1.194647118959546e-06,None,2007
Colombia,COL,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2018,1321.0,1326.4347969540686,974.9987215262669,1817.6248392971092,4.503145386787324e-05,3.310046603909007e-05,6.170698272381237e-05,Adjusted_Susceptible_Cases,2005-2023
Colombia,COL,Leptospirosis,2018,564.0,568.1108557520145,331.8181695711868,931.0036656744066,1.9286932046250222e-05,1.1264974825660016e-05,3.1606867309203794e-05,None,2005-2011
Colombia,COL,Paratuberculosis,2018,101.0,106.98241812454344,45.86305402959624,225.49245751161658,3.6319718372223355e-06,1.5570158491891984e-06,7.655297660544823e-06,Adjusted_Susceptible_Cases,2005-2023
Colombia,COL,Rabies virus (Inf. with),2018,339.0,330.1316383126283,159.2147132397844,640.1911515846239,1.1207718370430629e-05,5.40521858353531e-06,2.173400334144122e-05,Adjusted_Susceptible_Cases,2005-2023
Colombia,COL,Trichomonosis,2018,100.0,107.39220398855744,60.92700700125326,180.6254914112106,3.645883756054251e-06,2.0684256108063575e-06,6.132098239976677e-06,None,2005-2015
Colombia,COL,Trypanosomosis (tsetse-transmitted) (-2021),2018,514.0,458.83903624286313,258.6607463566755,787.4922694759789,1.5577236770926928e-05,8.781335873981622e-06,2.67347644118253e-05,Adjusted_Susceptible_Cases,2011-2021
Colombia,COL,Venezuelan equine encephalomyelitis,2018,3.0,2.9205044868351564,0.7262187023512672,7.5703789872773735,1.982978181390219e-07,4.930914669611201e-08,5.140172331285769e-07,None,2009
Colombia,COL,Vesicular stomatitis (-2014),2018,2393.0,2653.4681482443957,2112.2208317975474,3343.2207724010973,9.00832282008327e-05,7.170829290988946e-05,0.00011349980589186005,None,2010-2014
Comoros,COM,Bovine anaplasmosis,2018,19.0,19.339706362153347,10.66456467385101,33.16204257661431,0.0003099510603588907,0.00017091744140411256,0.0005314770590520917,None,2010-2011
Comoros,COM,Bovine babesiosis,2018,78.0,79.33701259252436,51.893115575743806,117.14830461195018,0.0012715079907770427,0.0008316737543391212,0.0018774970288472047,None,2010-2015
Comoros,COM,Bovine tuberculosis (-2018),2018,11.0,11.196672104404568,4.480533261652061,23.071549146563463,0.00017944535073409463,7.180802073293258e-05,0.0003697600670966642,None,2010-2011
Comoros,COM,Bovine viral diarrhoea (2006-),2018,38.0,38.74261437908497,27.693665299285808,52.39912554942548,0.0012418300653594771,0.0008876743797450416,0.0016795668167647118,None,2008
Comoros,COM,Enzootic bovine leukosis,2018,28.0,28.54718954248366,19.236097230248966,40.464089210807266,0.0009150326797385621,0.0006165811023222311,0.0012970090778513773,None,2008
Comoros,COM,Foot and mouth disease virus (Inf. with),2018,6.0,6.107275693311583,1.602179643222118,15.739259554386933,9.787928221859707e-05,2.567760182098401e-05,0.00025224789336474984,None,2010
Comoros,COM,Heartwater,2018,27.0,27.450500624407443,11.895441956840271,53.34081273809063,0.00043994007026744415,0.00019064430343035247,0.0008548755166691875,None,2010-2015
Comoros,COM,Q fever,2018,7.0,7.109034977782842,3.0544485188992785,13.747144019973039,0.0002278682921271505,9.790526696901335e-05,0.00044064183665533174,None,2015
Comoros,COM,Rift Valley fever virus (Inf. with),2018,16.0,16.286068515497554,8.365978728341318,29.351792484899576,0.0002610114192495922,0.0001340787667212853,0.00047041144440187793,None,2010
Comoros,COM,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2018,339.0,344.7617052853682,285.12244698169616,412.2082344671568,0.005525381519414196,0.004569562904380027,0.006606324675734931,None,2010-2015
Costa Rica,CRI,Anthrax,2018,7.0,9.207532600986708,1.0928221790459502,33.676606838978486,4.757923005883995e-06,5.647076162907971e-07,1.7402132512907443e-05,None,2005-2006
Costa Rica,CRI,Bovine anaplasmosis,2018,2.0,2.331564860503096,0.38758537974689183,7.1950171270619,2.4096371026282514e-06,4.005636417392433e-07,7.435941636070587e-06,None,2008
Costa Rica,CRI,Bovine babesiosis,2018,92.0,119.56870527634226,83.13264154837316,169.1540718661158,6.178622637264481e-05,4.295816533090799e-05,8.740909046409457e-05,None,2005
Costa Rica,CRI,Bovine tuberculosis (-2018),2018,266.0,284.44367257502915,211.77837589938022,390.08401875232363,0.00014698412183496753,0.000109434877996786,0.00020157297372484686,None,2006-2018
Costa Rica,CRI,Brucella abortus (Inf. with),2018,2666.0,3002.374888649969,2653.144936618303,3393.065048932506,0.0015514545724731135,0.0013709926295051172,0.0017533407652606996,Adjusted_Susceptible_Cases,2006-2019
Costa Rica,CRI,Enzootic bovine leukosis,2018,347.0,377.99412426493143,267.1424211812381,530.9098030865997,0.00019532561195996867,0.00013804383070547646,0.0002743436353279246,Adjusted_Susceptible_Cases,2006-2019
Costa Rica,CRI,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2018,111.0,131.257208630853,72.61249361210636,234.21377906828323,6.782617229787773e-05,3.7521958253465464e-05,0.00012102820332176686,Adjusted_Susceptible_Cases,2006-2020
Costa Rica,CRI,Leptospirosis,2018,67.0,86.07284282811146,48.60754427227555,150.49078763643664,4.4477492160041055e-05,2.5117581786004318e-05,7.776497914243314e-05,None,2005-2011
Costa Rica,CRI,Paratuberculosis,2018,3.0,3.3923615749684877,0.44442689763503224,11.905136042341962,3.5059545007942205e-06,4.593084928018109e-07,1.2303778464594836e-05,None,2010-2012
Costa Rica,CRI,Rabies virus (Inf. with),2018,45.0,48.77840837772814,20.81299845912158,98.09495311445463,2.5205874523422977e-05,1.0754959931336079e-05,5.068982695042096e-05,Adjusted_Susceptible_Cases,2006-2019
Costa Rica,CRI,Trichomonosis,2018,1.0,1.1476822476353368,0.06545355606531354,5.048342895552589,1.1861122856917495e-06,6.764526257266798e-08,5.2173862087149536e-06,None,2014
Costa Rica,CRI,Trypanosomosis (tsetse-transmitted) (-2021),2018,4.0,4.663129721006192,1.4473992896570758,10.831238612891966,4.819274205256503e-06,1.4958653262268248e-06,1.119392167516739e-05,None,2008
Costa Rica,CRI,Vesicular stomatitis (-2014),2018,266.0,344.61604123772725,253.83746493592082,482.7420219626394,0.00017807773937460073,0.0001311685949441509,0.00024945329783104554,None,2005-2014
Cuba,CUB,Aujeszky's disease virus (Inf. with),2018,13.0,13.246437589133976,5.1449700739675075,28.858655260040397,3.0847276766647984e-06,1.1981207381974538e-06,6.720379875189883e-06,None,2005-2012
Cuba,CUB,Bovine anaplasmosis,2018,6647.0,6804.884021718107,6261.9526752671845,7441.520137602605,0.00158466862785108,0.0014582349856241406,0.0017329235102236983,Adjusted_Susceptible_Cases,2007-2018
Cuba,CUB,Bovine babesiosis,2018,3080.0,3160.29908699973,2768.8142797225423,3638.217046374161,0.0007359459473242351,0.0006447800008668768,0.0008472397760640308,Adjusted_Susceptible_Cases,2007-2019
Cuba,CUB,Bovine cysticercosis (-2014),2018,21.0,21.850787496971165,12.50508652090193,36.45899400245441,5.088441967530894e-06,2.9120875881193075e-06,8.490287830667973e-06,None,2005
Cuba,CUB,Bovine tuberculosis (-2018),2018,24.0,23.42752933850157,11.396465614785253,45.51710899944362,5.455621381980712e-06,2.6539205474326426e-06,1.0599671417130925e-05,None,2006-2012
Cuba,CUB,Bovine viral diarrhoea (2006-),2018,132.0,135.00557328633354,106.25488182134384,168.98782832331398,3.143905111227552e-05,2.4743813008556623e-05,3.9352575176590274e-05,None,2008
Cuba,CUB,Brucella abortus (Inf. with),2018,638.0,665.0796395897545,544.0054756148699,837.4551411243933,0.0001548785896301417,0.00012668377709814863,0.00019502005987713503,Adjusted_Susceptible_Cases,2007-2019
Cuba,CUB,Brucella suis (Inf. with),2018,5.0,5.207489510319905,1.867112459233178,11.19224715259132,2.425359559554704e-06,8.695973448992493e-07,5.212727470817065e-06,None,2007
Cuba,CUB,Enzootic bovine leukosis,2018,32.0,33.03003465419428,15.332736868243748,63.61747062781397,7.69177836481633e-06,3.570568876215301e-06,1.4814743288112799e-05,None,2007-2009
Cuba,CUB,Leptospirosis,2018,317.0,324.7632882919936,242.65888858349985,444.3058911902823,7.562835645568294e-05,5.6508520465628015e-05,0.00010346651091944537,None,2006-2011
Cuba,CUB,New world screwworm (Cochliomyia hominivorax),2018,3809.0,3809.0,3647.619950572561,3975.4977424610797,0.0008870103861021843,0.0008494294514863214,0.0009257830893905918,None,2018
Cuba,CUB,Rabies virus (Inf. with),2018,48.0,46.286636457652236,14.80514723585416,125.93596811508296,1.0778873004902483e-05,3.447707893403698e-06,2.932699178312211e-05,None,2007-2017
Cayman Islands,CYM,Bovine anaplasmosis,2018,3.0,0.0,0.0,0.0,,,,None,2006
Cayman Islands,CYM,Enzootic bovine leukosis,2018,1.0,0.0,0.0,0.0,,,,None,2018
Cayman Islands,CYM,Leptospirosis,2018,0.0,0.0,0.0,0.0,,,,None,2005-2006
Cyprus,CYP,Bluetongue virus (Inf. with),2018,35.0,39.08903627929179,20.174342274694013,69.44133747224868,0.0008916294771736267,0.0004601811650249547,0.0015839721138742853,None,2011-2016
Cyprus,CYP,Bovine viral diarrhoea (2006-),2018,59.0,70.16795836715718,32.97221655692204,134.42491778719267,0.0008002732478006066,0.0003760517399283992,0.0015331309054196244,None,2007-2014
Cyprus,CYP,Brucella melitensis (Inf. with),2018,1.0,1.1793506039329622,0.06725963657121471,5.187643404781814,2.6901245527667935e-05,1.5342070385769779e-06,0.00011833128204338079,None,2008
Cyprus,CYP,"Chlamydia abortus (Inf. with) (Enzootic abortion of ewes, ovine chlamydiosis)",2018,6.0,7.159210118496146,1.0862978635970697,25.09964600763857,8.165157525657102e-05,1.2389346072046872e-05,0.0002862642108535421,None,2007-2009
Cyprus,CYP,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2018,106.0,125.8045043773046,68.10051445570103,216.6446068540396,0.001434814146638967,0.0007766938236279771,0.002470855461382751,None,2008-2014
Cyprus,CYP,Q fever,2018,1.0,1.2025290414603704,0.06858152785543764,5.289599064253411,2.7429950763238376e-05,1.5643596682353477e-06,0.00012065691296198474,None,2011
Czech Republic,CZE,Bluetongue virus (Inf. with),2018,24.0,23.1139107292336,8.470671258857049,54.633338619760465,1.438846050798272e-05,5.273011577829614e-06,3.4009374024078676e-05,None,2008-2009
Czech Republic,CZE,Bovine genital campylobacteriosis,2018,4.0,4.019436375146061,0.668167032459609,12.40364960469994,2.502108026011915e-06,4.1593545427696927e-07,7.72129928953819e-06,None,2014
Czech Republic,CZE,Bovine spongiform encephalopathy,2018,4.0,3.902190565775239,0.6486767912407068,12.041838693586246,2.429122250579076e-06,4.038027360470529e-07,7.49607119781019e-06,None,2007-2009
Czech Republic,CZE,Enzootic bovine leukosis,2018,8.0,8.008270390419508,2.4857050024278298,18.601131142556945,4.985166015375498e-06,1.547356857128167e-06,1.157924524256231e-05,None,2010
Czech Republic,CZE,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2018,240.0,70.23491906875844,54.028141200271506,90.79528116515974,4.372139233124491e-05,3.36326372930314e-05,5.65202631722462e-05,Adjusted_Susceptible_Cases,2005-2023
Czech Republic,CZE,Paratuberculosis,2018,6.0,6.058242246793254,1.5865207473998848,15.627693235892204,3.7712691866344133e-06,9.876126712814114e-07,9.728273574714087e-06,None,2013-2014
Germany,DEU,Anthrax,2018,20.0,17.711188496923057,7.6301086900624835,34.11216039950375,1.1510421071770594e-06,4.958773029898754e-07,2.2169338321608404e-06,Adjusted_Susceptible_Cases,2009-2021
Germany,DEU,Bluetongue virus (Inf. with),2018,371.0,350.67674313328297,232.7222738945186,526.7984103441124,2.279032248029244e-05,1.5124515024901954e-05,3.4236389749076175e-05,Adjusted_Susceptible_Cases,2007-2023
Germany,DEU,Bovine genital campylobacteriosis,2018,6.0,5.744003804800138,1.757963666402612,14.594824768510875,3.733002019745214e-07,1.1424926132248605e-07,9.485110419521089e-07,None,2015-2018
Germany,DEU,Bovine spongiform encephalopathy,2018,4.0,3.7350955589064956,0.41380677060392845,14.01582072550659,2.427421662514807e-07,2.6893114331815077e-08,9.108818318152807e-07,None,2009-2014
Germany,DEU,Bovine tuberculosis (-2018),2018,138.0,130.47083344058723,98.71615620624965,171.7695925770795,8.47924028783787e-06,6.415518217300975e-06,1.1163227912300472e-05,None,2010-2015
Germany,DEU,Bovine viral diarrhoea (2006-),2018,164.0,164.0,131.02673762773534,202.09052203661494,1.0658285614758866e-05,8.515368248819974e-06,1.313377136525587e-05,None,2018
Germany,DEU,Enzootic bovine leukosis,2018,13.0,12.168602049447442,1.8315303497213589,43.40698032342331,7.908319278984813e-07,1.19030326703838e-07,2.8209999631784382e-06,None,2008-2013
Germany,DEU,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2018,179.0,176.1691670595821,117.12996050373336,287.0335097166019,1.144915426240973e-05,7.612223006672044e-06,1.865417760711102e-05,None,2010-2018
Germany,DEU,Leptospirosis,2018,9.0,8.50553381903869,3.508888541323429,18.228850052462327,5.527707850567385e-07,2.2804107477914466e-07,1.1846846968765589e-06,None,2011
Germany,DEU,Paratuberculosis,2018,1067.0,1067.0,979.4057498570367,1159.7117878652666,6.934384604236409e-05,6.365113545556936e-05,7.536914308457718e-05,None,2018
Germany,DEU,Q fever,2018,621.0,621.0,557.3178286450989,689.7995880194183,4.0358508333934484e-05,3.621983290180917e-05,4.482976235398755e-05,None,2018
Germany,DEU,Schmallenberg virus (Inf. with),2018,674.0,642.8486114724599,510.15546622463944,811.9242924820758,4.177843968368677e-05,3.315477235946754e-05,5.276659150509134e-05,None,2011-2012
Djibouti,DJI,Brucella abortus (Inf. with),2018,1.0,2.25,0.33246802292539257,6.171835275909401,1.2307423017069028e-05,1.8185887101295155e-06,3.375972779212708e-05,Adjusted_Susceptible_Cases,2017-2021
Djibouti,DJI,Echinococcosis/hydatidosis,2018,274.0,284.77466394162576,240.34549585065724,334.52236993257117,0.0007788538341496139,0.0006573408194847217,0.0009149129589850237,None,2013
Djibouti,DJI,Echinococcus granulosus (Inf. with) (2014-),2018,80.0,80.0,57.984253482115534,107.13025475604088,0.0002187986314145605,0.00015858594131852303,0.00029299941404643695,None,2018
Djibouti,DJI,Lumpy skin disease virus (Inf. with),2018,20.0,20.049938987943577,10.179995431635808,35.03225510734168,5.483624013134366e-05,2.7842113353104913e-05,9.581261841065132e-05,None,2017-2018
Denmark,DNK,Bluetongue virus (Inf. with),2018,25.0,24.55944254241214,15.413674638126649,38.62756648309647,2.42778198323568e-05,1.5236926293126383e-05,3.818462483501035e-05,None,2008
Denmark,DNK,Bovine spongiform encephalopathy,2018,2.0,1.9605872685196042,0.11181440591713547,8.624091579820872,1.9381052476469004e-06,1.1053223202563807e-07,8.525199268308494e-06,None,2005-2009
Denmark,DNK,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2018,1.0,0.962580125803399,0.054896982471796724,4.234128871045968,9.515422358673379e-07,5.426747970719328e-08,4.1855761872735945e-06,None,2005
Dominican (Rep.),DOM,Bovine tuberculosis (-2018),2018,2880.0,3138.727156831843,2549.455903470677,3883.7112096206547,0.0008983921866665301,0.0007297261435877093,0.001111627622170965,None,2005-2018
Dominican (Rep.),DOM,Brucella abortus (Inf. with),2018,2048.0,2382.4112724347506,1886.2705006202937,3026.01840130767,0.0006819132615343523,0.0005399037874344375,0.00086613176380326,Adjusted_Susceptible_Cases,2005-2019
Dominican (Rep.),DOM,Leptospirosis,2018,375.0,434.61611948991265,329.76124571717156,570.4274580225364,0.00024879876869780636,0.0001887739276559237,0.00032654483536872283,None,2005-2008
Dominican (Rep.),DOM,Rabies virus (Inf. with),2018,26.0,28.683763729374462,3.442723180703631,108.98664728441959,8.210101716732115e-06,9.854044177327612e-07,3.1195050566336697e-05,Adjusted_Susceptible_Cases,2005-2019
Algeria,DZA,Bluetongue virus (Inf. with),2018,6.0,7.053337727066772,2.5025425366933796,30.228385296228513,2.832958151530809e-06,1.0051409067897287e-06,1.2141166898040687e-05,Adjusted_Susceptible_Cases,2009-2019
Algeria,DZA,Bovine tuberculosis (-2018),2018,190.0,187.65068031138844,153.76684946525393,226.52912519728613,7.536949810136566e-05,6.176012924436535e-05,9.098494310347941e-05,None,2017-2018
Algeria,DZA,Brucella abortus (Inf. with),2018,1303.0,1303.0,1205.4929719083634,1405.6246025761536,0.000523347188846399,0.00048418369763801453,0.0005645661430019699,None,2018
Algeria,DZA,Echinococcosis/hydatidosis,2018,15093.0,14076.914987890788,13761.815986809488,14396.787289834327,0.00565396307485985,0.00552740422879369,0.00578243910710235,None,2013
Algeria,DZA,Echinococcus granulosus (Inf. with) (2014-),2018,16609.0,16609.0,16255.05876099263,16968.05908663731,0.006670969654297652,0.006528809905678068,0.0068151849755727035,None,2018
Algeria,DZA,Epizootic hemorrhagic disease virus (Inf. with),2018,15.0,16.368405603855223,6.058970903245069,34.863365508106014,1.3148670849846931e-05,4.867145647759684e-06,2.800559375654918e-05,Adjusted_Susceptible_Cases,2006-2021
Algeria,DZA,Foot and mouth disease virus (Inf. with),2018,1319.0,1214.8877873403542,860.5335961811118,1719.4414647910733,0.00048795710534796333,0.0003456314953716556,0.0006906100207093957,Adjusted_Susceptible_Cases,2014-2022
Algeria,DZA,Peste des petits ruminants virus (Inf. with),2018,0.0,0.0,0.0,0.9093614333262783,0.0,0.0,7.304861853824095e-07,None,2013
Algeria,DZA,Rabies virus (Inf. with),2018,124.0,123.99999999999999,96.41495401564299,156.70081760437517,4.980433723480696e-05,3.8724861969947497e-05,6.29385513301474e-05,None,2018
Ecuador,ECU,Anthrax,2018,88.0,83.55969381723641,29.408899309625586,202.1237029907005,1.6454316815923727e-05,5.791109616875618e-06,3.980157529407581e-05,None,2012-2017
Ecuador,ECU,Bluetongue virus (Inf. with),2018,983.0,978.9969868987849,756.9097041474286,1266.0222153456514,0.00019278106283515944,0.00014904832107606205,0.00024930118428698574,Adjusted_Susceptible_Cases,2016-2023
Ecuador,ECU,Bovine babesiosis,2018,5.0,3.8895955843380774,1.394589919481152,8.359750896716697,1.5318542973721348e-06,5.492366789573611e-07,3.2923526516897037e-06,None,2010
Ecuador,ECU,Bovine tuberculosis (-2018),2018,556.0,457.4825787889586,322.6020824326185,665.9275244563579,9.008605639010315e-05,6.352580565258235e-05,0.00013113239126767188,None,2007-2018
Ecuador,ECU,Bovine viral diarrhoea (2006-),2018,744.0,643.622472752659,378.32805469318964,1073.9449338520392,0.00012674014937972335,7.449919198949678e-05,0.00021147791928376576,Adjusted_Susceptible_Cases,2006-2023
Ecuador,ECU,Brucella abortus (Inf. with),2018,2313.0,2028.932709892826,1539.5616507753348,2708.491531496107,0.0003995311624739432,0.0003031657250313954,0.0005333477866728421,Adjusted_Susceptible_Cases,2005-2022
Ecuador,ECU,Echinococcosis/hydatidosis,2018,3640.0,3026.27847037735,2890.067667198494,3166.744116278071,0.0005959254091298064,0.0005691031984817104,0.0006235854702647727,None,2008
Ecuador,ECU,Enzootic bovine leukosis,2018,1609.0,1369.5732458933996,1024.3069505360575,1866.0471541935035,0.0002696921333847023,0.0002017033609258674,0.000367456241949742,Adjusted_Susceptible_Cases,2005-2023
Ecuador,ECU,Foot and mouth disease virus (Inf. with),2018,3450.0,2768.7918097389042,2292.915796657467,3355.0010619143427,0.0005452219312151317,0.0004515138965558971,0.0006606564465308247,None,2005-2011
Ecuador,ECU,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2018,7.0,7.0,1.4126622034359932,22.487146829545555,1.3784183791217664e-06,2.781770778152607e-07,4.428099497693621e-06,None,2018
Ecuador,ECU,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2018,2676.0,2245.092050326294,1680.0096858765285,2999.583657705658,0.00044209659214141907,0.00033082231830211317,0.0005906687490706817,Adjusted_Susceptible_Cases,2005-2023
Ecuador,ECU,Leptospirosis,2018,3312.0,2542.0621098510182,2160.048377019167,3042.882728574772,0.0005005750190125283,0.00042535005466790894,0.0005991950683685222,None,2006-2011
Ecuador,ECU,Marek's disease (-2011),2018,3.0,2.282749646983235,0.5676332612731056,5.917224246234188,8.990240195244042e-07,2.235531771256218e-07,2.330403044112613e-06,None,2011
Ecuador,ECU,New world screwworm (Cochliomyia hominivorax),2018,1666.0,1411.3564068054018,1344.6644532835085,1480.2160999089874,0.0005558398887519492,0.0005295743417593456,0.0005829591649104255,None,2005
