Country,ISO3,Disease,Year,Latest Reported Cases Aggregate,Cases,Cases Lower,Cases Upper,Incidence,Incidence Lower,Incidence Upper,Derived_Cases_Method,Year Range Incidence Estimate
Togo,TGO,Dermatophilosis (-2005),2009,302.0,314.0436542669584,236.1817690350193,413.0650088388093,0.0008260393873085339,0.0006212367011284636,0.0010864985239592017,None,2005
Togo,TGO,Echinococcosis/hydatidosis,2009,1.0,1.0195226602306249,0.058144476608185704,4.48460363418074,5.363368195226603e-06,3.058786711988306e-07,2.3592001863226577e-05,None,2008
Togo,TGO,Foot and mouth disease virus (Inf. with),2009,207.0,293.26666666666665,216.37067270813725,394.50192614884924,0.0007713889911796167,0.0005691269206905603,0.0010376714349751412,Adjusted_Susceptible_Cases,2005-2010
Togo,TGO,Heartwater,2009,28.0,25.58206556579379,8.32353551995519,62.64723576427912,6.728935126990844e-05,2.1893670156123915e-05,0.00016478309159945057,Adjusted_Susceptible_Cases,2005-2019
Togo,TGO,Lumpy skin disease virus (Inf. with),2009,121.0,97.33333333333333,58.261921376409155,160.88319712628314,0.0002560190786820278,0.0001532482544489693,0.0004231763825721583,Adjusted_Susceptible_Cases,2006-2015
Togo,TGO,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2009,193.0,111.5,77.42963491595859,164.20083886440688,0.0002932821295175969,0.000203665723909618,0.0004319028851186461,Adjusted_Susceptible_Cases,2008-2010
Togo,TGO,Trypanosomosis (tsetse-transmitted) (-2021),2009,2159.0,1517.3,1319.9456704149047,1739.59068434772,0.00399100426113946,0.003471896655307762,0.0045757027838069335,Adjusted_Susceptible_Cases,2005-2010
Thailand,THA,Bovine anaplasmosis,2009,166.0,170.4583671940459,106.91838561507957,283.0715641218596,2.356966234801576e-05,1.4783845986707276e-05,3.9140942721114904e-05,Adjusted_Susceptible_Cases,2006-2022
Thailand,THA,Bovine babesiosis,2009,52.0,56.558253508219636,19.591308019617664,138.97544431085828,7.820437096318603e-06,2.7089342845382537e-06,1.9216447693315776e-05,Adjusted_Susceptible_Cases,2005-2019
Thailand,THA,Bovine tuberculosis (-2018),2009,66.0,73.32279591625465,41.98656058607722,129.20332800340398,1.0138508133139952e-05,5.805576296772797e-06,1.7865235162164175e-05,None,2005-2009
Thailand,THA,Brucella abortus (Inf. with),2009,966.0,947.4238426348142,554.3047872925913,1624.333841323913,0.00013100242856334358,7.6644971375928e-05,0.00022460029865754415,Adjusted_Susceptible_Cases,2005-2023
Thailand,THA,Brucella melitensis (Inf. with),2009,47.0,47.497213537502546,30.997650973165026,69.18941576749933,1.313509338354899e-05,8.572230029487947e-06,1.913395270107221e-05,None,2007-2008
Thailand,THA,Foot and mouth disease virus (Inf. with),2009,6656.0,5982.657494770633,4976.797863265964,7184.73177389756,0.0008272355262857118,0.0006881530495829037,0.0009934490442411142,Adjusted_Susceptible_Cases,2005-2021
Thailand,THA,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2009,9.0,9.597676357135278,2.7432373568920343,24.47524092134995,1.3270923263373487e-06,3.793136078137144e-07,3.3842466867341115e-06,None,2005-2009
Thailand,THA,Leptospirosis,2009,8.0,9.029828308762646,1.6353222301897177,27.795002519512018,1.2485746977489756e-06,2.261196879346976e-07,3.843277599869141e-06,None,2005-2007
Thailand,THA,Paratuberculosis,2009,107.0,116.02108423377192,51.09194174268646,248.3606241760034,1.6042496626332916e-05,7.064597856957971e-06,3.4341382876834873e-05,Adjusted_Susceptible_Cases,2005-2023
Thailand,THA,Rabies virus (Inf. with),2009,32.0,32.04100297504648,4.88659340054924,112.3940308433581,4.4303816459412435e-06,6.756802753594063e-07,1.5540975784983065e-05,Adjusted_Susceptible_Cases,2005-2021
Thailand,THA,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2009,116.0,131.02378417391185,68.21116282729527,240.34251566194104,1.8116953736995925e-05,9.431711113216806e-06,3.323270095375236e-05,Adjusted_Susceptible_Cases,2005-2022
Thailand,THA,Trypanosomosis (tsetse-transmitted) (-2021),2009,18.0,18.40523269909802,4.542310868972497,53.16919155678608,2.54493297862325e-06,6.280755543054587e-07,7.3518238672545e-06,None,2005-2009
Tajikistan,TJK,Anthrax,2009,22.0,22.994415830848467,10.341874542365371,48.417027058679714,1.1813818244373442e-05,5.313334639521871e-06,2.487516803261391e-05,None,2008-2009
Tajikistan,TJK,Brucella abortus (Inf. with),2009,569.0,581.4854432095419,461.4209292619263,724.7520407089373,0.0002987492001693084,0.00023706377376794404,0.0003723551380543246,None,2008-2009
Tajikistan,TJK,Leptospirosis,2009,29.0,38.135005012562345,21.038276130137827,66.96301513719393,1.9592583750802686e-05,1.0808814287986966e-05,3.44035219570458e-05,None,2005-2009
Tajikistan,TJK,Rabies virus (Inf. with),2009,126.0,131.1378151260504,87.50806417802337,192.86207701650284,6.737454537918743e-05,4.495893145192323e-05,9.908655826988433e-05,None,2008-2009
Trinidad and Tobago,TTO,Bovine anaplasmosis,2009,75.0,75.0,54.02167619609901,101.09129132014574,0.0018844221105527637,0.0013573285476406786,0.002539982193973511,None,2009
Trinidad and Tobago,TTO,New world screwworm (Cochliomyia hominivorax),2009,19.0,19.0,9.367340632514235,33.72720725937045,0.0004773869346733668,0.00023536031739985515,0.0008474172678233781,None,2009
Trinidad and Tobago,TTO,Paratuberculosis,2009,1.0,1.0,0.057031078245021974,4.398728747398595,5.0251256281407036e-05,2.8658833288955764e-06,0.00022104164559791934,None,2009
Trinidad and Tobago,TTO,Rabies virus (Inf. with),2009,3.0,20.946747967479673,9.502295368770783,38.99792017224742,0.0005263002001879315,0.00023875113991886392,0.000979847240508729,Adjusted_Susceptible_Cases,2005-2010
Tunisia,TUN,Bluetongue virus (Inf. with),2009,0.0,0.0,0.0,2.6091187505249067,0.0,0.0,5.310372463287858e-06,None,2009
Tunisia,TUN,Bovine tuberculosis (-2018),2009,2600.0,2608.939254119133,2199.678536042861,3132.168374080979,0.0026550035659890425,0.0022385168025674056,0.0031874709958591347,Adjusted_Susceptible_Cases,2005-2011
Tunisia,TUN,Brucella abortus (Inf. with),2009,93.0,131.02959608170403,64.23883455138241,249.0727753810033,0.00013334309884669416,6.537305709192735e-05,0.00025347048835394425,Adjusted_Susceptible_Cases,2005-2019
Tunisia,TUN,Enzootic bovine leukosis,2009,133.0,142.62752095337873,118.82053276852572,171.81189933285103,0.00014514580059367906,0.00012091846819165088,0.00017484546820622907,None,2005
Tunisia,TUN,Epizootic hemorrhagic disease virus (Inf. with),2009,100.0,113.92582809252252,53.6280753446473,215.92922623292213,0.00023187468191629272,0.00010914990147997213,0.0004394834910353069,Adjusted_Susceptible_Cases,2006-2022
Tunisia,TUN,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2009,3.0,2.6666666666666665,0.745986221515698,7.776443098857673,5.427500466425821e-06,1.5183152119588827e-06,1.5827493204818955e-05,Adjusted_Susceptible_Cases,2007-2013
Tunisia,TUN,Q fever,2009,1.0,1.0474337792463893,0.05973627782067988,4.607377075767447,2.131855247028727e-06,1.2158200340035594e-07,9.377452960397796e-06,None,2006
Tunisia,TUN,Rabies virus (Inf. with),2009,61.0,66.84072015845763,22.259472661951804,169.24237706028384,6.802088246929999e-05,2.2652493422838042e-05,0.00017223057758131974,Adjusted_Susceptible_Cases,2005-2011
Tunisia,TUN,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2009,611.0,638.2560090962354,521.7866249611759,789.3975425593783,0.000649525272575419,0.0005309994656909132,0.0008033354119568294,None,2005-2008
Türkiye (Rep. of),TUR,Anthrax,2009,447.0,455.71941115222205,249.18443826800046,949.0545349199866,3.329789681644325e-05,1.8207075473771588e-05,6.93442482448647e-05,Adjusted_Susceptible_Cases,2005-2020
Türkiye (Rep. of),TUR,Bovine tuberculosis (-2018),2009,2671.0,2731.1193642001845,2149.6604188338315,3552.097002137955,0.00019955377927088414,0.00015706851423278923,0.0002595398759954935,Adjusted_Susceptible_Cases,2005-2014
Türkiye (Rep. of),TUR,Brucella abortus (Inf. with),2009,2790.0,2747.6151118639036,1952.610201612286,3883.4740389190274,0.00020075906851284964,0.00014267071233948976,0.0002837524903982387,Adjusted_Susceptible_Cases,2005-2021
Türkiye (Rep. of),TUR,Foot and mouth disease virus (Inf. with),2009,10970.0,11202.230217181137,9411.86222633942,13369.837773375062,0.0008185095845328057,0.0006876933691958706,0.0009768894362099578,Adjusted_Susceptible_Cases,2006-2019
Türkiye (Rep. of),TUR,Rabies virus (Inf. with),2009,141.0,146.8003154019627,44.67525526669852,412.78091827828746,1.0726209231502568e-05,3.2642718385807266e-06,3.0160524411008707e-05,Adjusted_Susceptible_Cases,2005-2020
Chinese Taipei,TWN,Bovine anaplasmosis,2009,13.0,10.5,5.010507715435308,17.537458044615324,0.00013200573282039677,6.299197550269427e-05,0.00022048047628441984,Adjusted_Susceptible_Cases,2008-2012
Chinese Taipei,TWN,Bovine tuberculosis (-2018),2009,225.0,219.38151493227392,125.04852113244044,365.764825095412,0.0013790294117087445,0.0007860534128664129,0.002299193036983053,Adjusted_Susceptible_Cases,2005-2012
Chinese Taipei,TWN,Bovine viral diarrhoea (2006-),2009,2.0,1.9844694347248468,0.3298863147594208,6.123909230599404,2.494869923719352e-05,4.147322354974992e-06,7.698963102008252e-05,None,2008
Chinese Taipei,TWN,Enzootic bovine leukosis,2009,1.0,0.992661924372894,0.056612579879764605,4.366450543187059,1.2479720454261825e-05,7.117319137030073e-07,5.4894905121659744e-05,None,2006
Chinese Taipei,TWN,Paratuberculosis,2009,60.0,59.59640584050917,42.7081899566685,84.01277873682635,0.00037462224887800893,0.0002684631386982254,0.0005281032582586957,Adjusted_Susceptible_Cases,2006-2019
Chinese Taipei,TWN,Q fever,2009,5.0,4.963309621864471,1.7795633031329483,10.66744116769794,6.239860227130913e-05,2.2372624564795307e-05,0.00013411079892004148,None,2006
Tanzania,TZA,Anthrax,2009,57.0,67.41870153858645,29.67479946139708,132.72622089525873,3.143063008791909e-06,1.3834405343308664e-06,6.187702605839569e-06,Adjusted_Susceptible_Cases,2005-2021
Tanzania,TZA,Bovine anaplasmosis,2009,1429.0,1443.7370372053842,1115.624218006315,1874.595501325226,6.7307087981603e-05,5.201045305390746e-05,8.73937296655117e-05,Adjusted_Susceptible_Cases,2005-2018
Tanzania,TZA,Bovine babesiosis,2009,388.0,369.63026857461546,210.47721560524815,615.9467501766217,1.7232180353128923e-05,9.812457603974272e-06,2.8715466208700312e-05,Adjusted_Susceptible_Cases,2005-2023
Tanzania,TZA,Brucella abortus (Inf. with),2009,19.0,21.583394504234167,11.697938170245772,36.285312357878325,1.006218858006255e-06,5.453584228552807e-07,1.6916229537472412e-06,Adjusted_Susceptible_Cases,2005-2018
Tanzania,TZA,Contagious caprine pleuropneumonia,2009,47.0,48.70289855072463,36.073213864044256,63.98384635171818,4.541062801932367e-06,3.3634698241533107e-06,5.965859799694002e-06,None,2006
Tanzania,TZA,Foot and mouth disease virus (Inf. with),2009,5339.0,6089.373809523809,5515.640321344679,6751.960237776441,0.00028388689088689086,0.0002571394089204979,0.00031477670106183875,Adjusted_Susceptible_Cases,2005-2022
Tanzania,TZA,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2009,199.0,208.89020268729786,140.82911760479905,312.75540459927646,9.738470987752814e-06,6.56546002819576e-06,1.4580671543089812e-05,Adjusted_Susceptible_Cases,2006-2017
Tanzania,TZA,Heartwater,2009,568.0,503.8158904536781,336.678015608641,752.4291897329924,2.3487920300870776e-05,1.5695944783619623e-05,3.507828390363601e-05,Adjusted_Susceptible_Cases,2006-2023
Tanzania,TZA,Lumpy skin disease virus (Inf. with),2009,2900.0,2563.782299407055,2221.198731240578,2987.0888567387474,0.00011952365032200722,0.00010355238840282416,0.00013925822175938217,Adjusted_Susceptible_Cases,2005-2023
Tanzania,TZA,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2009,758.0,678.7777777777778,495.11130725193686,933.9852175027788,3.164465164465165e-05,2.3082112226197523e-05,4.3542434382413934e-05,Adjusted_Susceptible_Cases,2005-2018
Tanzania,TZA,Rabies virus (Inf. with),2009,34.0,32.48676470588235,14.380316626278441,63.25631631294389,3.0290689702454407e-06,1.340822063056265e-06,5.898024831043719e-06,Adjusted_Susceptible_Cases,2007-2012
Tanzania,TZA,Rift Valley fever virus (Inf. with),2009,12832.0,13492.470588235294,13040.944844555877,13954.758689787275,0.0012580392156862745,0.0012159389132453033,0.001301143001378767,None,2007
Tanzania,TZA,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2009,1832.0,1696.0405733226817,1354.6566059035906,2137.3101074570186,7.906949059779401e-05,6.315415412137952e-05,9.964149685114305e-05,Adjusted_Susceptible_Cases,2005-2019
Tanzania,TZA,Trypanosomosis (tsetse-transmitted) (-2021),2009,1763.0,1756.2555601261483,1428.0928194961239,2168.9960775752616,8.187671608979712e-05,6.65777538226631e-05,0.00010111869825525695,Adjusted_Susceptible_Cases,2005-2018
Uganda,UGA,Bovine anaplasmosis,2009,14.0,16.429878702678494,7.00629218287445,32.472395446621704,1.2715638231987342e-06,5.422406236663728e-07,2.513148395660159e-06,None,2006-2009
Uganda,UGA,Brucella abortus (Inf. with),2009,135.0,178.7156569672964,100.71140309385316,297.3692076655676,1.3831408505880304e-05,7.794395751494596e-06,2.3014407680268728e-05,Adjusted_Susceptible_Cases,2006-2011
Uganda,UGA,Brucella melitensis (Inf. with),2009,50.0,51.51199913249677,34.285619863867865,74.00151075457444,7.97337530518094e-06,5.3069599190322645e-06,1.14544538812972e-05,None,2008
Uganda,UGA,Foot and mouth disease virus (Inf. with),2009,1496.0,2116.0872908682672,1779.0434582350854,2520.1049143448035,0.0001637711449056557,0.0001376861839534647,0.000195039433810536,Adjusted_Susceptible_Cases,2005-2011
Uganda,UGA,Lumpy skin disease virus (Inf. with),2009,160.0,266.7561703225806,192.33168929234958,362.4613262609307,2.064516129032258e-05,1.4885199250982979e-05,2.8052106660221144e-05,None,2005
Uganda,UGA,Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia),2009,273.0,341.40479861582986,249.28078807254263,470.1388142958864,2.6422470843656695e-05,1.92926824152293e-05,3.6385631261096196e-05,None,2005-2009
Uganda,UGA,"Theileria annulata, Theileria orientalis and Theileria parva (Inf. with)",2009,2.0,3.214939351339247,0.18335145769922878,14.141646145878935,2.488150184745151e-07,1.419018878715666e-08,1.094469774548362e-06,None,2006
Ukraine,UKR,Anthrax,2009,4.0,3.2113754281266376,0.18314820331563123,14.125969414390111,4.0025119377404066e-07,2.2826757149790767e-08,1.760596432234478e-06,None,2006-2007
Ukraine,UKR,Bovine anaplasmosis,2009,2054.0,1607.7926790105496,1522.431297557117,1700.981662192288,0.00020038795012221124,0.0001897488966718744,0.00021200260016854302,None,2005-2006
Ukraine,UKR,Bovine babesiosis,2009,72.0,53.8679049990209,42.36405968412303,67.28602847998843,1.3427700226592442e-05,1.0560126550869463e-05,1.677244771044406e-05,None,2005
Ukraine,UKR,Bovine cysticercosis (-2014),2009,6.0,4.488992083251741,0.8495307706977511,13.72659495379417,5.594875094413517e-07,1.0588164253281043e-07,1.7108202200805355e-06,None,2005
Ukraine,UKR,Bovine tuberculosis (-2018),2009,1884.0,1571.9689719193061,1291.181024461239,1915.9503442892096,0.00019592304657867064,0.00016092691682593902,0.0002387953167347022,Adjusted_Susceptible_Cases,2005-2012
Ukraine,UKR,Echinococcosis/hydatidosis,2009,2.0,1.4963306944172472,0.24874105380774106,4.61755328211519,3.7299167296090116e-07,6.200390203847273e-08,1.1510215824002767e-06,None,2005
Ukraine,UKR,Enzootic bovine leukosis,2009,12048.0,12045.954922248922,10995.02208540357,13196.959060903995,0.0015013529080251417,0.0013703694300924258,0.0016448088168237898,Adjusted_Susceptible_Cases,2005-2017
Ukraine,UKR,Leptospirosis,2009,3493.0,3125.6084967505294,2611.622262106569,3739.250664881435,0.0003895615944301081,0.000325500693235607,0.0004660431568763161,Adjusted_Susceptible_Cases,2005-2011
Ukraine,UKR,Rabies virus (Inf. with),2009,173.0,165.16666666666669,66.35489554696635,366.5382122675773,2.0585620393681815e-05,8.270171691174108e-06,4.5683651851780706e-05,Adjusted_Susceptible_Cases,2005-2012
Uruguay,URY,Anthrax,2009,151.0,171.37503454712618,91.81164849842975,301.04478733970814,1.154228577738289e-05,6.183609458996741e-06,2.0275677705616186e-05,Adjusted_Susceptible_Cases,2005-2022
Uruguay,URY,Bovine anaplasmosis,2009,258.0,325.04124123569704,197.2093232291177,514.6713884261394,2.189186368768309e-05,1.3282251832595886e-05,3.46636501772571e-05,Adjusted_Susceptible_Cases,2005-2014
Uruguay,URY,Bovine babesiosis,2009,252.0,243.00314599760182,145.25147228941316,385.9133473943374,1.6366513146558264e-05,9.782836847738113e-06,2.5991662978816173e-05,Adjusted_Susceptible_Cases,2006-2015
Uruguay,URY,Bovine cysticercosis (-2014),2009,423.0,436.85062604204126,381.3393993546644,497.6467846200874,2.942234136454281e-05,2.5683602848912664e-05,3.351702550759359e-05,None,2005
Uruguay,URY,Bovine genital campylobacteriosis,2009,33.0,37.25874347018989,12.101158606465013,91.67227507354443,2.5094148980076276e-06,8.150255446620879e-07,6.17422251471953e-06,Adjusted_Susceptible_Cases,2005-2019
Uruguay,URY,Bovine tuberculosis (-2018),2009,56.0,67.99622352431531,31.083017707231406,130.91424983371485,4.57961596200077e-06,2.0934733822134415e-06,8.81721009075517e-06,Adjusted_Susceptible_Cases,2005-2017
Uruguay,URY,Bovine viral diarrhoea (2006-),2009,25.0,24.799851636992397,9.99317399271478,53.072191011720385,1.670295650631355e-06,6.730506012840865e-07,3.574466940928185e-06,Adjusted_Susceptible_Cases,2006-2018
Uruguay,URY,Brucella abortus (Inf. with),2009,787.0,1002.5238095238095,789.6191956176507,1293.875599692551,6.752101517430983e-05,5.318166928579015e-05,8.71438594979675e-05,Adjusted_Susceptible_Cases,2005-2019
Uruguay,URY,Echinococcosis/hydatidosis,2009,143992.0,143992.0,142942.7596985501,145046.358233387,0.009698010086760255,0.009627342667550182,0.009769022203978198,None,2009
Uruguay,URY,Enzootic bovine leukosis,2009,29.0,26.94047619047619,4.739807931898929,84.46242882787277,1.8144689276998902e-06,3.1923096514293897e-07,5.688631915140983e-06,Adjusted_Susceptible_Cases,2006-2022
Uruguay,URY,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2009,2.0,2.3076923076923075,0.11406215649004389,8.79745749479719,1.5542546306141348e-07,7.682204179107675e-09,5.925178587865142e-07,Adjusted_Susceptible_Cases,2005-2018
Uruguay,URY,Leptospirosis,2009,653.0,689.8258056104003,487.85987994896476,975.9834854003043,4.646048128310725e-05,3.2857867358399825e-05,6.573349690207499e-05,Adjusted_Susceptible_Cases,2005-2011
Uruguay,URY,Paratuberculosis,2009,9.0,8.65,2.0445862684616465,21.466132433606028,5.825864440418649e-07,1.3770499926935216e-07,1.4457662152400323e-06,Adjusted_Susceptible_Cases,2006-2022
Uruguay,URY,Rabies virus (Inf. with),2009,66.0,66.0,42.00694432115426,100.16972874219977,4.445168243556425e-06,2.8292111349278457e-06,6.74653480561345e-06,None,2009
United States of America,USA,Bovine spongiform encephalopathy,2009,2.0,1.990345227067761,0.1135115343795075,8.754988767550547,3.081740567201663e-08,1.7575498741893644e-09,1.355574082497441e-07,None,2005-2006
United States of America,USA,Bovine tuberculosis (-2018),2009,10.0,10.0,4.381510938795032,20.621192676767045,7.741723710267537e-08,3.392044712166608e-08,1.5964357627972275e-07,None,2009
United States of America,USA,Brucella abortus (Inf. with),2009,6.0,5.988595055771889,0.34153603320347825,26.342205228352906,4.636204833446019e-08,2.6440776061620893e-09,2.039340747970732e-07,Adjusted_Susceptible_Cases,2005-2022
United States of America,USA,Echinococcosis/hydatidosis,2009,0.0,0.0,0.0,0.0,0.0,,,None,2008
United States of America,USA,Malignant catarrhal fever (wildebeest only)(2006-2008),2009,11.0,10.802474833139591,5.608934815913489,18.49909894242142,1.6725955109057028e-07,8.68456473074051e-08,2.864298258022581e-07,None,2008
United States of America,USA,Vesicular stomatitis (-2014),2009,157.0,159.21883107803194,112.06500765152931,235.09627107177897,1.2326281996778817e-06,8.675763268271576e-07,1.8200503759518758e-06,Adjusted_Susceptible_Cases,2005-2014
Uzbekistan,UZB,Bovine tuberculosis (-2018),2009,67.0,84.37311829135922,65.74915671253169,106.21916519220635,1.4691854791847118e-05,1.1448872373913943e-05,1.8495897540804017e-05,None,2005
Uzbekistan,UZB,Brucella abortus (Inf. with),2009,4.0,5.037201092021446,1.563508141240062,11.700109204131612,8.771256592147533e-07,2.722530000330954e-07,2.0373349824793635e-06,None,2005
Saint Vincent and the Grenadines,VCT,Bovine anaplasmosis,2009,3.0,3.111111111111111,0.3894991011704147,10.570564023307998,0.0004899387576552931,6.133844112919916e-05,0.001664655751702047,Adjusted_Susceptible_Cases,2008-2017
Saint Vincent and the Grenadines,VCT,Bovine babesiosis,2009,8.0,8.28462050599201,2.640753511877592,19.13446478925207,0.001304664646612915,0.0004158666947838728,0.0030133015416144993,None,2005-2009
Saint Vincent and the Grenadines,VCT,Leptospirosis,2009,11.0,11.641666666666666,6.044665735448731,19.936204142839422,0.003666666666666666,0.001903831727700388,0.006279119415067535,None,2006
Venezuela,VEN,Bovine tuberculosis (-2018),2009,113.0,118.2056277056277,61.94067137522684,209.3882451233332,6.204645919795894e-06,3.251282882019858e-06,1.099084659482637e-05,Adjusted_Susceptible_Cases,2006-2018
Venezuela,VEN,Bovine viral diarrhoea (2006-),2009,563.0,563.0,505.05206057246323,626.0653312986556,2.9552024896347453e-05,2.6510321612769123e-05,3.286234148717209e-05,None,2009
Venezuela,VEN,Brucella abortus (Inf. with),2009,12646.0,12549.181396166805,11470.424863957724,13725.918258867383,0.000658709984100003,0.0006020857569295941,0.0007204772257749183,Adjusted_Susceptible_Cases,2006-2013
Venezuela,VEN,Enzootic bovine leukosis,2009,184.0,184.0,150.5206143303971,222.5960144799042,9.658210623317818e-06,7.90086845844655e-06,1.1684126042163138e-05,None,2009
Venezuela,VEN,Foot and mouth disease virus (Inf. with),2009,1067.0,892.4656156350964,655.7877843268593,1206.4276710904248,4.684576570583023e-05,3.4422481224063734e-05,6.332572037603323e-05,Adjusted_Susceptible_Cases,2006-2011
Venezuela,VEN,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2009,644.0,644.0,581.8639114522457,711.253493699376,3.3803737181612366e-05,3.054219679844205e-05,3.733389156912622e-05,None,2009
Venezuela,VEN,Leptospirosis,2009,1244.0,1244.0,1148.7794578912037,1344.3381090952785,6.529790225764873e-05,6.029974980464189e-05,7.056467720975547e-05,None,2009
Venezuela,VEN,Rabies virus (Inf. with),2009,151.0,119.43456673084832,48.76022170803746,268.4619896986434,6.2691532673436955e-06,2.559437452695106e-06,1.4091643700350415e-05,Adjusted_Susceptible_Cases,2005-2016
Venezuela,VEN,Vesicular stomatitis (-2014),2009,435.0,575.516961830723,396.77390225891986,828.130815101272,3.020904366659284e-05,2.08267712926759e-05,4.346881432558668e-05,Adjusted_Susceptible_Cases,2005-2014
Vietnam,VNM,Anthrax,2009,15.0,17.972828731536566,10.341932973446506,28.66091037789665,4.709058659174031e-06,2.7096885943029896e-06,7.509441624958183e-06,None,2005
Vietnam,VNM,Foot and mouth disease virus (Inf. with),2009,13376.0,13485.803379956673,12670.409617885063,14374.92494497035,0.0017667068476224798,0.0016598862376541027,0.0018831861639094952,Adjusted_Susceptible_Cases,2006-2013
Vietnam,VNM,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2009,7419.0,7060.000000000001,6843.550713742412,7281.567034835492,0.000924894868536544,0.0008965389430184078,0.0009539212443943632,Adjusted_Susceptible_Cases,2008-2010
Vietnam,VNM,Leptospirosis,2009,855154.0,855154.0,853342.8116578968,856967.747324008,0.22405879501657214,0.2235842457804349,0.22453401473124548,None,2009
Yemen,YEM,Brucella abortus (Inf. with),2009,6.0,8.5,3.0646319268996263,17.935025648532054,3.2315766862652285e-06,1.165128598465049e-06,6.8186365592194234e-06,Adjusted_Susceptible_Cases,2008-2010
Yemen,YEM,Foot and mouth disease virus (Inf. with),2009,25.0,25.0,13.576430109222287,41.5235297910533,9.504637312544792e-06,5.161561767490827e-06,1.5786643624024415e-05,None,2009
Yemen,YEM,Old world screwworm (Chrysomya bezziana),2009,749.0,749.0,675.6788883985496,827.4385911168865,0.0002847589338838419,0.00025688331095886566,0.0003145801482787621,None,2009
Yemen,YEM,Rabies virus (Inf. with),2009,3.0,2.25,0.33246802292539285,6.171835275909405,1.7108347162580623e-06,2.5279903807397487e-07,4.6928844680230965e-06,Adjusted_Susceptible_Cases,2006-2010
Yemen,YEM,Rift Valley fever virus (Inf. with),2009,10.0,11.389225798817048,4.566070704073882,23.887838682781865,4.3300184195373705e-06,1.7359538394263313e-06,9.081809714416773e-06,None,2006-2007
South Africa,ZAF,Anthrax,2009,32.0,31.61379061031765,12.198715258953271,73.83289471388588,1.9005341243431303e-06,7.333532036243531e-07,4.438630521484425e-06,Adjusted_Susceptible_Cases,2005-2012
South Africa,ZAF,Bluetongue virus (Inf. with),2009,4.0,3.602999228379365,0.8017625720329729,12.07839641966363,2.166024020315401e-07,4.8199760242369476e-08,7.261199659942952e-07,Adjusted_Susceptible_Cases,2006-2022
South Africa,ZAF,Bovine anaplasmosis,2009,912.0,915.9308667873304,773.9333187290302,1096.3175245350785,5.5063244054649365e-05,4.652674208990945e-05,6.59075936883789e-05,Adjusted_Susceptible_Cases,2005-2011
South Africa,ZAF,Bovine babesiosis,2009,1360.0,1361.3675943795809,1176.20244900758,1584.9049532769602,8.184167475471596e-05,7.071005559027473e-05,9.528012583724302e-05,Adjusted_Susceptible_Cases,2005-2016
South Africa,ZAF,Bovine cysticercosis (-2014),2009,231.0,231.82450624434392,192.08328879508144,276.7012728882155,1.3936651583710408e-05,1.1547518915747025e-05,1.663451934174591e-05,None,2005
South Africa,ZAF,Bovine genital campylobacteriosis,2009,22.0,19.314722909015998,5.152367643831908,50.31231313800757,1.1611480079467787e-06,3.097461689731095e-07,3.024637860485273e-06,Adjusted_Susceptible_Cases,2005-2016
South Africa,ZAF,Bovine tuberculosis (-2018),2009,814.0,826.358556427085,720.4130077740368,960.6545388847361,4.9678403162448936e-05,4.330924822562657e-05,5.7751908189702875e-05,Adjusted_Susceptible_Cases,2005-2018
South Africa,ZAF,Brucella abortus (Inf. with),2009,11277.0,11283.153751975868,10644.415782505836,11971.660139888183,0.0006783121644653954,0.0006399129948607468,0.0007197032744776356,Adjusted_Susceptible_Cases,2005-2017
South Africa,ZAF,Enzootic bovine leukosis,2009,2.0,2.0071385822021117,0.33365469808100595,6.193864352636889,2.4132730015082957e-07,4.011680517953457e-08,7.447161720554333e-07,None,2005
South Africa,ZAF,Foot and mouth disease virus (Inf. with),2009,798.0,781.5,719.9792859844911,847.1344086460207,9.396326030510346e-05,8.656634812954992e-05,0.00010185478049010355,Adjusted_Susceptible_Cases,2006-2010
South Africa,ZAF,Heartwater,2009,1836.0,1837.594868015575,1668.675122626679,2034.484231365103,0.00011047114838046686,0.00010031615797314206,0.00012230759527727926,None,2005-2009
South Africa,ZAF,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis,2009,134.0,136.58551336349925,97.3004070773395,190.5730161892227,8.21114532698699e-06,5.849432807421998e-06,1.1456725481328617e-05,Adjusted_Susceptible_Cases,2005-2010
South Africa,ZAF,Leptospirosis,2009,10.0,10.010707873303167,3.7562497121522695,21.340496389141755,6.018162186420563e-07,2.2581539953546615e-07,1.282931936822167e-06,None,2005-2009
