Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2011,Jan-Jun 2011,Europe,Ukraine,Dnepropetrovsk,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,-,0,20,0,0
2011,Jan-Jun 2011,Europe,Ukraine,Donetsk,Leptospirosis,,Domestic,Swine,-,-,-,26,Animal,26,0,0,0,0
2011,Jan-Jun 2011,Europe,Ukraine,Khar'Kov,Leptospirosis,,Domestic,Swine,-,-,-,55,Animal,55,0,0,0,0
2011,Jan-Jun 2011,Europe,Ukraine,Kherson,Leptospirosis,,Domestic,Swine,-,-,-,17,Animal,17,0,0,0,0
2011,Jan-Jun 2011,Europe,Ukraine,Nikolayev,Leptospirosis,,Domestic,Swine,-,-,-,14,Animal,14,0,0,0,0
2011,Jan-Jun 2011,Europe,Ukraine,Nikolayev,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,1,Animal,1,0,1,0,0
2011,Jan-Jun 2011,Europe,Ukraine,Vinnitsa,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,3,Animal,3,0,0,3,0
2011,Jan-Jun 2011,Europe,Ukraine,Vinnitsa,Leptospirosis,,Domestic,Swine,-,-,-,34,Animal,34,0,0,0,0
2011,Jan-Jun 2011,Europe,Ukraine,Zaporozh'Ye,Leptospirosis,,Domestic,Swine,-,-,-,6,Animal,6,0,0,0,0
2011,Jan-Jun 2011,Europe,United Kingdom,United Kingdom,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,17,-,-,-,-
2011,Jan-Jun 2011,Oceania,French Polynesia,Iles Du Vent,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,1026,Animal,-,0,0,-,-
2011,Jan-Jun 2011,Oceania,French Polynesia,Iles Du Vent,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Angola,Angola,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,190,Animal,49,8,30,49,0
2011,Jul-Dec 2011,Africa,Angola,Angola,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,250,Animal,3,3,0,0,-
2011,Jul-Dec 2011,Africa,Benin,Abomey-Calavi,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,7119,Animal,10,0,0,10,-
2011,Jul-Dec 2011,Africa,Benin,Abomey-Calavi,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,2333,Animal,8,0,8,0,-
2011,Jul-Dec 2011,Africa,Benin,Adjohoun,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,62,Animal,17,0,4,11,-
2011,Jul-Dec 2011,Africa,Benin,Aguegue,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,281,Animal,58,11,21,26,-
2011,Jul-Dec 2011,Africa,Benin,Allada,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,850,Animal,21,-,4,17,-
2011,Jul-Dec 2011,Africa,Benin,Copargo,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,Swine,-,-,-,1,Animal,1,0,0,0,-
2011,Jul-Dec 2011,Africa,Benin,Cotonou,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,1703,Animal,6,0,6,0,-
2011,Jul-Dec 2011,Africa,Benin,Cove,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,Swine,-,-,-,191,Animal,22,0,0,0,-
2011,Jul-Dec 2011,Africa,Benin,Ifangni,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,300,Animal,3,-,2,1,-
2011,Jul-Dec 2011,Africa,Benin,Natitingou,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,Swine,-,-,-,6,Animal,33,0,0,0,-
2011,Jul-Dec 2011,Africa,Benin,Ouidah,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,88,Animal,1,0,1,0,-
2011,Jul-Dec 2011,Africa,Benin,Sakete,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,500,Animal,250,0,100,150,-
2011,Jul-Dec 2011,Africa,Benin,Save,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,Swine,-,-,-,490,Animal,49,0,0,0,-
2011,Jul-Dec 2011,Africa,Benin,Toffo,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,8518,Animal,13,0,5,8,-
2011,Jul-Dec 2011,Africa,Benin,Toucountouna,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,Swine,-,-,-,-,Animal,4,0,0,0,-
2011,Jul-Dec 2011,Africa,Benin,Zogbodome,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,Swine,-,-,-,92,Animal,54,0,0,0,-
2011,Jul-Dec 2011,Africa,Burkina Faso,Bale,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1200,Animal,250,0,0,160,-
2011,Jul-Dec 2011,Africa,Burkina Faso,Bazega,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,200,Animal,20,0,0,12,-
2011,Jul-Dec 2011,Africa,Burkina Faso,Boulkiemde,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,500,Animal,20,0,0,4,-
2011,Jul-Dec 2011,Africa,Burkina Faso,Houet,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,300,Animal,40,0,0,40,-
2011,Jul-Dec 2011,Africa,Burkina Faso,Kompienga,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,110,Animal,75,0,0,35,-
2011,Jul-Dec 2011,Africa,Burkina Faso,Namentenga,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,320,Animal,50,0,0,29,-
2011,Jul-Dec 2011,Africa,Cameroon,Ouest,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,5,Animal,1,0,0,1,-
2011,Jul-Dec 2011,Africa,Chad,Chari-Baguirmi,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Chad,Logone Occidental,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Chad,Mayo Kebi Est,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Chad,Mayo Kebi Ouest,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Chad,Tandjile,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Chad,Ville De N'Jamena,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Bas-Fleuve,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,68284,Animal,1543,-,160,1383,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Equateur,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,13219,Animal,8523,-,-,8523,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Haut-Lomami,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,15382,Animal,4879,-,2079,2800,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Kinshasa Rural,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,3984,Animal,3109,461,1350,1288,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Kwango,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,53215,Animal,672,-,-,672,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Kwilu,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,175457,Animal,10022,-,269,9951,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Mai-Ndombe,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,118060,Animal,3124,13,502,2604,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Mongala,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,39523,Animal,80,0,464,80,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Nord-Kivu,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,122682,Animal,812,-,278,534,-
2011,Jul-Dec 2011,Africa,Congo (Dem. Rep. of the),Sud-Ubangi,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,21535,Animal,10725,-,15,10710,-
2011,Jul-Dec 2011,Africa,Congo (Rep. of the),Niari,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,1,Animal,1,1,0,0,-
2011,Jul-Dec 2011,Africa,Eswatini,Hhohho,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,70,Animal,4,3,0,1,0
2011,Jul-Dec 2011,Africa,Ghana,Brong-Ahafo,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,365,Animal,340,25,0,315,-
2011,Jul-Dec 2011,Africa,Ghana,Upper West,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,556,Animal,50,0,50,50,-
2011,Jul-Dec 2011,Africa,Ghana,Volta,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,200,Animal,50,0,100,50,-
2011,Jul-Dec 2011,Africa,Ghana,Volta,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,20,Animal,2,1,0,1,0
2011,Jul-Dec 2011,Africa,Kenya,Central (2005-2016),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Kenya,Central (2005-2016),Anthrax,,Domestic,Swine,-,-,-,14,Animal,1,0,0,1,13
2011,Jul-Dec 2011,Africa,Kenya,Nyanza (2005-2016),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Kenya,Western (2005-2016),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Madagascar,Madagascar,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,123,Animal,10,0,0,10,-
2011,Jul-Dec 2011,Africa,Madagascar,Madagascar,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,49,Animal,3,0,0,3,0
2011,Jul-Dec 2011,Africa,Madagascar,Madagascar,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,59,Animal,3,3,0,0,0
2011,Jul-Dec 2011,Africa,Malawi,Central,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,2066,Animal,590,-,8,560,-
2011,Jul-Dec 2011,Africa,Malawi,Northern,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,3606,Animal,1001,-,106,997,-
2011,Jul-Dec 2011,Africa,Malawi,Southern,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1202,Animal,563,-,-,563,-
2011,Jul-Dec 2011,Africa,Mozambique,Inhambane,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,37,Animal,20,8,0,12,-
2011,Jul-Dec 2011,Africa,Mozambique,Maputo,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,164,Animal,23,0,0,23,-
2011,Jul-Dec 2011,Africa,Mozambique,Nampula,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,150,Animal,95,60,0,95,-
2011,Jul-Dec 2011,Africa,Mozambique,Tete,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,83,Animal,19,0,19,0,0
2011,Jul-Dec 2011,Africa,Namibia,Namibia,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,1,Animal,1,0,0,1,-
2011,Jul-Dec 2011,Africa,Rwanda,Rwanda,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,965,Animal,339,41,626,298,0
2011,Jul-Dec 2011,Africa,Tanzania,Mbeya,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,353,Animal,45,0,0,45,0
2011,Jul-Dec 2011,Africa,Tanzania,Rukwa,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,8211,Animal,894,0,1233,764,0
2011,Jul-Dec 2011,Africa,Togo,Région Centrale,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,35,Animal,1,1,0,0,-
2011,Jul-Dec 2011,Africa,Togo,Région Centrale,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,70,Animal,10,10,0,0,-
2011,Jul-Dec 2011,Africa,Togo,Région De La Kara,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,472,Animal,143,97,0,46,-
2011,Jul-Dec 2011,Africa,Togo,Région De La Kara,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,745,Animal,19,19,0,0,-
2011,Jul-Dec 2011,Africa,Togo,Région Des Plateaux,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,137,Animal,137,74,0,63,-
2011,Jul-Dec 2011,Africa,Togo,Région Des Savanes,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,343,Animal,50,321,0,22,-
2011,Jul-Dec 2011,Africa,Togo,Région Des Savanes,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,148,Animal,25,25,0,0,-
2011,Jul-Dec 2011,Africa,Togo,Région Maritime,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,505,Animal,47,482,0,23,-
2011,Jul-Dec 2011,Africa,Togo,Région Maritime,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,37,Animal,7,7,0,0,-
2011,Jul-Dec 2011,Africa,Uganda,Arua (2005-2011),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Uganda,Gulu (2005-2011),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Uganda,Wakiso (2005-2011),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Africa,Zambia,Northern,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1383,Animal,399,-,-,197,-
2011,Jul-Dec 2011,Africa,Zimbabwe,Manicaland,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,-,Animal,1,0,0,1,0
2011,Jul-Dec 2011,Americas,Argentina,Argentina,Bovine tuberculosis (-2018),,Domestic,Swine,-,-,-,1717307,Animal,3116,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Argentina,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,1717307,Animal,27775,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Buenos Aires,Anthrax,,Domestic,Swine,-,-,-,7,Animal,0,0,0,0,-
2011,Jul-Dec 2011,Americas,Argentina,Buenos Aires,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,5583,Animal,92,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Buenos Aires,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,283,Animal,22,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Catamarca,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,35,Animal,1,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Chaco,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,210,Animal,14,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Cordoba,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,3383,Animal,25,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Cordoba,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,12,Animal,6,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Entre Rios,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,6658,Animal,17,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Formosa,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,266,Animal,26,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,La Pampa,Anthrax,,Domestic,Swine,-,-,-,15,Animal,0,0,0,0,-
2011,Jul-Dec 2011,Americas,Argentina,La Pampa,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,1196,Animal,58,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Mendoza,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,222,Animal,5,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Mendoza,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Misiones,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,3,Animal,0,0,0,0,-
2011,Jul-Dec 2011,Americas,Argentina,Neuquen,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,400,Animal,5,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Neuquen,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Salta,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,142,Animal,9,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,San Luis,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,855,Animal,149,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Santa Fe,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,2621,Animal,19,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Santa Fe,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Americas,Argentina,Santiago Del Estero,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,1781,Animal,138,-,-,-,-
2011,Jul-Dec 2011,Americas,Belize,Stann Creek,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Americas,Bolivia,Bolivia,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,1496,Animal,161,0,0,137,0
2011,Jul-Dec 2011,Americas,Bolivia,Bolivia,Brucella abortus (Inf. with),,Domestic,Swine,-,-,-,2081,Animal,42,0,0,0,0
2011,Jul-Dec 2011,Americas,Bolivia,Bolivia,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,745,Animal,94,0,0,50,0
2011,Jul-Dec 2011,Americas,Bolivia,Bolivia,Leptospirosis,,Domestic,Swine,-,-,-,87,Animal,5,0,0,0,0
2011,Jul-Dec 2011,Americas,Bolivia,Bolivia,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,73,0,0,0,0
2011,Jul-Dec 2011,Americas,Bolivia,Bolivia,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,0,0,1,0
2011,Jul-Dec 2011,Americas,Bolivia,Bolivia,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,11,0,3,0,-
2011,Jul-Dec 2011,Americas,Brazil,Brazil,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,1,-,1,-,-
2011,Jul-Dec 2011,Americas,Brazil,Brazil,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,7,-,7,-,-
2011,Jul-Dec 2011,Americas,Brazil,Parana,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,403,Animal,181,151,27,1,-
2011,Jul-Dec 2011,Americas,Brazil,Rio De Janeiro,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,0,0,1,-
2011,Jul-Dec 2011,Americas,Brazil,Sao Paulo,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2011,Jul-Dec 2011,Americas,Chile,Aisén Gral. Carlos Ibanez Del Campo,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,24,-,24,-,-
2011,Jul-Dec 2011,Americas,Chile,Araucania,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,1187,-,1187,-,-
2011,Jul-Dec 2011,Americas,Chile,Araucania,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,1,0,-,1,-
2011,Jul-Dec 2011,Americas,Chile,Araucania,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,-,1,-
2011,Jul-Dec 2011,Americas,Chile,Biobio,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,146,-,146,-,-
2011,Jul-Dec 2011,Americas,Chile,Biobio,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,1,-,-,1,-
2011,Jul-Dec 2011,Americas,Chile,Biobio,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,-,1,-
2011,Jul-Dec 2011,Americas,Chile,Coquimbo,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,12,-,12,-,-
2011,Jul-Dec 2011,Americas,Chile,De Los Lagos,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,5594,-,5594,-,-
2011,Jul-Dec 2011,Americas,Chile,Libertador General Bernardo O'Higgins Ibertad,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,242,-,242,-,-
2011,Jul-Dec 2011,Americas,Chile,Maule,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,124,-,124,-,-
2011,Jul-Dec 2011,Americas,Chile,Metro. De Santiago,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,1,-,-,1,-
2011,Jul-Dec 2011,Americas,Chile,Valparaiso,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,4,-,4,-,-
2011,Jul-Dec 2011,Americas,Colombia,Antioquia,Leptospirosis,,Domestic,Swine,-,-,-,104,Animal,13,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Antioquia,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,55,Animal,45,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Antioquia,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,67,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Antioquia,Vesicular stomatitis (-2014),Indiana;New Jersey,Domestic,Swine,-,-,-,66,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Antioquia,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,69,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Arauca,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,35,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Arauca,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,42,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Atlántico,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,44,Animal,34,0,0,12,0
2011,Jul-Dec 2011,Americas,Colombia,Atlántico,Vesicular stomatitis (-2014),Indiana;New Jersey,Domestic,Swine,-,-,-,11,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Atlántico,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,12,Animal,6,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Bolivar,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,2,Animal,1,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Boyacá,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,11,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Caldas,Leptospirosis,,Domestic,Swine,-,-,-,33,Animal,2,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Caldas,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,448,Animal,62,0,0,29,0
2011,Jul-Dec 2011,Americas,Colombia,Chocó,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,8,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Córdoba,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,1,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Córdoba,Vesicular stomatitis (-2014),Indiana;New Jersey,Domestic,Swine,-,-,-,4,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Córdoba,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,5,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Cundinamarca,Leptospirosis,,Domestic,Swine,-,-,-,34,Animal,4,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Cundinamarca,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,6,Animal,3,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Huila,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,1140,Animal,2,0,0,2,0
2011,Jul-Dec 2011,Americas,Colombia,Magdalena,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,5,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Magdalena,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,11,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Meta,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,100,Animal,58,0,0,11,0
2011,Jul-Dec 2011,Americas,Colombia,Norte De Santander,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,3,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Norte De Santander,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,14,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Quindio,Leptospirosis,,Domestic,Swine,-,-,-,33,Animal,20,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Quindio,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,58,Animal,35,0,0,1,0
2011,Jul-Dec 2011,Americas,Colombia,Sucre,Rabies virus (Inf. with),RABV,Domestic,Swine,-,-,-,10,Animal,0,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Tolima,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,12,Animal,12,0,0,0,0
2011,Jul-Dec 2011,Americas,Colombia,Valle,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,9469,Animal,30,0,0,0,0
2011,Jul-Dec 2011,Americas,Cuba,Artemisa,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,2795,Animal,35,23,0,12,0
2011,Jul-Dec 2011,Americas,Cuba,Ciego De Avila,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,3723,Animal,94,46,14,21,0
2011,Jul-Dec 2011,Americas,Cuba,Cienfuegos,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,372,Animal,207,72,161,96,0
