Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2005,Jul-Dec 2005,Africa,Angola,Huambo,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,321,Animal,10,3,321,0,0
2005,Jul-Dec 2005,Africa,Angola,Huila,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,150,Animal,58,0,0,58,0
2005,Jul-Dec 2005,Africa,Benin,Abomey-Calavi,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,17360,Animal,467,0,0,332,-
2005,Jul-Dec 2005,Africa,Benin,Abomey-Calavi,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,1,-,1,-,-
2005,Jul-Dec 2005,Africa,Benin,Akpro-Misserete,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,3000,Animal,25,0,0,20,-
2005,Jul-Dec 2005,Africa,Benin,Cotonou,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,12602,Animal,538,0,4,383,-
2005,Jul-Dec 2005,Africa,Benin,Lokossa,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,56,Animal,56,0,0,56,-
2005,Jul-Dec 2005,Africa,Benin,Ouidah,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,30000,Animal,70,0,0,45,-
2005,Jul-Dec 2005,Africa,Benin,Parakou,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1040,Animal,151,0,80,71,-
2005,Jul-Dec 2005,Africa,Benin,Seme-Kpodji,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,19000,Animal,170,0,65,105,-
2005,Jul-Dec 2005,Africa,Benin,So-Ava,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,2038,Animal,30,0,0,19,-
2005,Jul-Dec 2005,Africa,Benin,Toffo,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,6000,Animal,800,0,0,500,-
2005,Jul-Dec 2005,Africa,Benin,Tori-Bossito,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,80,Animal,36,0,0,36,-
2005,Jul-Dec 2005,Africa,Benin,Za-Kpota,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,6910,Animal,180,0,0,160,-
2005,Jul-Dec 2005,Africa,Burundi,Burundi,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,312,-,-,-,-
2005,Jul-Dec 2005,Africa,Cameroon,Centre,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,3,Animal,3,0,0,3,-
2005,Jul-Dec 2005,Africa,Cameroon,Littoral,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,175,Animal,37,19,0,18,-
2005,Jul-Dec 2005,Africa,Cameroon,Sud-Ouest,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,25,Animal,17,10,0,13,-
2005,Jul-Dec 2005,Africa,Congo (Dem. Rep. of the),Congo (Dem. Rep. of the),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1853,Animal,642,0,0,605,0
2005,Jul-Dec 2005,Africa,Egypt,Egypt,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,344,0,344,0,0
2005,Jul-Dec 2005,Africa,Ghana,Eastern,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,219,Animal,10,0,0,10,0
2005,Jul-Dec 2005,Africa,Ghana,Volta,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,500,Animal,25,0,0,25,0
2005,Jul-Dec 2005,Africa,Madagascar,Madagascar,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,711,Animal,66,-,-,66,-
2005,Jul-Dec 2005,Africa,Madagascar,Madagascar,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,182,Animal,6,-,-,4,-
2005,Jul-Dec 2005,Africa,Malawi,Central,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,2488,Animal,2457,-,-,5,-
2005,Jul-Dec 2005,Africa,Malawi,Central,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Africa,Malawi,Central,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,93,-,-,-,-
2005,Jul-Dec 2005,Africa,Malawi,Northern,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,29,-,-,-,-
2005,Jul-Dec 2005,Africa,Malawi,Southern,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1993,Animal,572,-,-,482,-
2005,Jul-Dec 2005,Africa,Malawi,Southern,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,84,-,-,-,-
2005,Jul-Dec 2005,Africa,Mozambique,Maputo,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,98,Animal,38,10,24,13,-
2005,Jul-Dec 2005,Africa,Mozambique,Nampula,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1200,Animal,125,25,0,125,-
2005,Jul-Dec 2005,Africa,Mozambique,Sofala,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,145,Animal,5,0,0,5,-
2005,Jul-Dec 2005,Africa,Mozambique,Tete,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1617,Animal,664,0,2,662,-
2005,Jul-Dec 2005,Africa,Namibia,Namibia,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,1,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Africa,Nigeria,Nigeria,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,1250,Animal,500,0,0,100,0
2005,Jul-Dec 2005,Africa,South Africa,South Africa,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,6,1,0,5,0
2005,Jul-Dec 2005,Africa,South Africa,South Africa,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,8598,165275,0,2435,0
2005,Jul-Dec 2005,Africa,Togo,Région Centrale,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,300,Animal,100,0,0,100,-
2005,Jul-Dec 2005,Africa,Togo,Région Centrale,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,1112,Animal,4,1,1,0,-
2005,Jul-Dec 2005,Africa,Togo,Région De La Kara,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,8787,Animal,36,0,36,0,-
2005,Jul-Dec 2005,Africa,Togo,Région Des Plateaux,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,715,Animal,239,0,0,239,-
2005,Jul-Dec 2005,Africa,Togo,Région Des Plateaux,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,33,Animal,8,0,7,1,-
2005,Jul-Dec 2005,Africa,Togo,Région Des Savanes,African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,25,Animal,17,0,0,17,-
2005,Jul-Dec 2005,Africa,Togo,Région Des Savanes,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,479,Animal,6,5,3,0,-
2005,Jul-Dec 2005,Africa,Uganda,Kiboga (2005-2011),African swine fever virus (Inf. with),,Domestic,Swine,-,-,-,950,Animal,22,0,0,20,-
2005,Jul-Dec 2005,Africa,Zimbabwe,Manicaland,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,0,2,0
2005,Jul-Dec 2005,Africa,Zimbabwe,Midlands,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,0,1,0
2005,Jul-Dec 2005,Americas,Argentina,Argentina,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,14,-,-,-,-
2005,Jul-Dec 2005,Americas,Argentina,Argentina,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,1015,Animal,99,1015,0,0,-
2005,Jul-Dec 2005,Americas,Argentina,Buenos Aires,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,4414,Animal,13,-,-,-,-
2005,Jul-Dec 2005,Americas,Argentina,Cordoba,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,348,Animal,8,-,-,-,-
2005,Jul-Dec 2005,Americas,Argentina,La Pampa,Anthrax,,Domestic,Swine,-,-,-,50,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Americas,Argentina,La Pampa,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,1822,Animal,193,-,-,-,-
2005,Jul-Dec 2005,Americas,Bolivia,Cochabamba,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,3,0,0,1,0
2005,Jul-Dec 2005,Americas,Brazil,Brazil,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,390,0,390,0,-
2005,Jul-Dec 2005,Americas,Brazil,Brazil,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Brazil,Espirito Santo,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,3,0,0,0,-
2005,Jul-Dec 2005,Americas,Brazil,Espirito Santo,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,Goias,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,Mato Grosso Do Sul,Foot and mouth disease virus (Inf. with),O,Domestic,Swine,-,-,-,598,Animal,0,566,0,0,0
2005,Jul-Dec 2005,Americas,Brazil,Mato Grosso,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,0,0,1,-
2005,Jul-Dec 2005,Americas,Brazil,Minas Gerais,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,205,0,0,0,-
2005,Jul-Dec 2005,Americas,Brazil,Minas Gerais,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,6,0,0,3,-
2005,Jul-Dec 2005,Americas,Brazil,Paraiba,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,18,0,0,5,-
2005,Jul-Dec 2005,Americas,Brazil,Santa Catarina,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,468,0,0,22,-
2005,Jul-Dec 2005,Americas,Chile,Los Lagos (2005-2007),Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,70000,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Colombia,Antioquia,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,687,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Bolivar,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,67,Animal,1,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Caldas,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,28,Animal,1,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Caldas,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,14,Animal,4,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Casanare,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,1,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Cesar,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,3,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Córdoba,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,39,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Cundinamarca,Leptospirosis,,Domestic,Swine,-,-,-,10,Animal,3,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,La Guajira,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,89,Animal,48,0,0,37,0
2005,Jul-Dec 2005,Americas,Colombia,La Guajira,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,25,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Magdalena,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,6,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Norte De Santander,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,341,Animal,23,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Putumayo,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,15,Animal,5,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Sucre,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,7,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Colombia,Tolima,Vesicular stomatitis (-2014),,Domestic,Swine,-,-,-,2,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Cuba,Cuba,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,214,Animal,55,9,44,46,-
2005,Jul-Dec 2005,Americas,Cuba,Cuba,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,3650,Animal,7,0,3,4,0
2005,Jul-Dec 2005,Americas,Cuba,Cuba,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,108640,Animal,23792,7661,19549,5748,17212
2005,Jul-Dec 2005,Americas,Cuba,Cuba,New world screwworm (Cochliomyia hominivorax),,Domestic,Swine,-,-,-,-,Animal,1662,-,-,-,-
2005,Jul-Dec 2005,Americas,Cuba,Cuba,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,0,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Dominican (Rep.),Duarte,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,471,Animal,70,179,243,49,-
2005,Jul-Dec 2005,Americas,Dominican (Rep.),La Vega,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,447,Animal,103,104,21,2,-
2005,Jul-Dec 2005,Americas,Dominican (Rep.),San Juan,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,140,Animal,25,6,-,19,-
2005,Jul-Dec 2005,Americas,Dominican (Rep.),Santiago,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,42,Animal,32,1,10,31,-
2005,Jul-Dec 2005,Americas,El Salvador,El Salvador,Anthrax,,Domestic,Swine,-,-,-,35,Animal,1,-,-,1,-
2005,Jul-Dec 2005,Americas,El Salvador,El Salvador,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,6,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Americas,Greenland,Greenland,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,0,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Guatemala,Quezaltenango,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,7,Animal,4,0,0,4,-
2005,Jul-Dec 2005,Americas,Haiti,Haiti,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,32855,Animal,-,-,4,-,12238
2005,Jul-Dec 2005,Americas,Jamaica,Jamaica,New world screwworm (Cochliomyia hominivorax),,Domestic,Swine,-,-,-,-,Animal,196,0,0,0,0
2005,Jul-Dec 2005,Americas,Mexico,Mexico,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Mexico,Mexico,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Mexico,Mexico,Leptospirosis,,Domestic,Swine,-,-,-,-,Animal,344,-,-,-,-
2005,Jul-Dec 2005,Americas,Mexico,Mexico,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,6126,-,-,-,-
2005,Jul-Dec 2005,Americas,Nicaragua,Boaco,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,11,Animal,3,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Chinandega,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,1,Animal,1,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Chontales,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,38,Animal,5,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Chontales,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,27,Animal,2,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Esteli,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,22,Animal,4,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Leon,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,23,Animal,5,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Madriz,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,13,Animal,5,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Managua,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,42,Animal,4,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Matagalpa,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,4,Animal,3,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Nicaragua,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,9607,Animal,93,0,0,0,0
2005,Jul-Dec 2005,Americas,Nicaragua,Rivas,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,35,Animal,4,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Apurimac,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,4,Animal,2,0,0,2,1050
2005,Jul-Dec 2005,Americas,Peru,Apurimac,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,6,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Ayacucho,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,63,Animal,10,2,0,3,162
2005,Jul-Dec 2005,Americas,Peru,Cajamarca,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,17,Animal,4,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Cerro De Pasco,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,42,Animal,6,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Cerro De Pasco,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,2,Animal,2,0,0,2,110
2005,Jul-Dec 2005,Americas,Peru,Huancavelica,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,11,Animal,1,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Huanuco,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,35,Animal,6,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Ica,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,6,Animal,1,0,1,0,10
2005,Jul-Dec 2005,Americas,Peru,Junin,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,50,Animal,1,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Lima,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,185,Animal,6,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Lima,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,5,Animal,4,1,2,2,102
2005,Jul-Dec 2005,Americas,Peru,Piura,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,172,Animal,8,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Piura,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,5,Animal,1,1,0,0,0
2005,Jul-Dec 2005,Americas,Peru,San Martin,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,114,Animal,5,0,0,0,0
2005,Jul-Dec 2005,Americas,Peru,Tacna,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,10,Animal,8,0,0,8,0
2005,Jul-Dec 2005,Americas,Peru,Tumbes,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,5,Animal,5,5,0,0,0
2005,Jul-Dec 2005,Americas,United States of America,Montana,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,1,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,United States of America,Utah,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,16,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,United States of America,Wyoming,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,2,Animal,0,0,0,0,0
2005,Jul-Dec 2005,Americas,Uruguay,Cerro Largo,Anthrax,,Domestic,Swine,-,-,-,7,Animal,-,-,-,-,-
2005,Jul-Dec 2005,Americas,Uruguay,Paysandu,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1,-,-,-,-
2005,Jul-Dec 2005,Americas,Uruguay,Uruguay,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,148,-,-,-,-
2005,Jul-Dec 2005,Americas,Venezuela,Aragua,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,940,Animal,50,0,0,25,-
2005,Jul-Dec 2005,Americas,Venezuela,Barinas,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,10,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Americas,Venezuela,Cojedes,Foot and mouth disease virus (Inf. with),A,Domestic,Swine,-,-,-,1,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Americas,Venezuela,Cojedes,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,492,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Americas,Venezuela,Monagas,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,27,Animal,11,0,0,11,-
2005,Jul-Dec 2005,Americas,Venezuela,Monagas,Vesicular stomatitis (-2014),New Jersey,Domestic,Swine,-,-,-,10,Animal,1,0,0,0,-
2005,Jul-Dec 2005,Americas,Venezuela,Tachira,Rabies virus (Inf. with),,Domestic,Swine,-,-,-,8,Animal,0,0,0,0,-
2005,Jul-Dec 2005,Americas,Venezuela,Yaracuy,Brucella suis (Inf. with),,Domestic,Swine,-,-,-,2131,Animal,256,0,0,0,-
2005,Jul-Dec 2005,Asia,Armenia,Armenia,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,3,-,-,-,-
2005,Jul-Dec 2005,Asia,Armenia,Armenia,Echinococcosis/hydatidosis,,Domestic,Swine,-,-,-,-,Animal,41,-,-,-,-
2005,Jul-Dec 2005,Asia,Armenia,Armenia,Trichinella spp. (Inf. with),,Domestic,Swine,-,-,-,-,Animal,2,-,-,-,-
2005,Jul-Dec 2005,Asia,Bhutan,Chhukha,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,37,0,0,-,-
2005,Jul-Dec 2005,Asia,Bhutan,Punakha,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,100,0,0,61,-
2005,Jul-Dec 2005,Asia,Cambodia,Kg. Speu,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,21,0,0,2,0
2005,Jul-Dec 2005,Asia,Cambodia,Prey Veng,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,37,0,0,0,0
2005,Jul-Dec 2005,Asia,Cambodia,Prey Veng,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),,Domestic,Swine,-,-,-,-,Animal,5,0,0,5,0
2005,Jul-Dec 2005,Asia,Cambodia,Sihanouk Ville,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,133,0,0,0,0
2005,Jul-Dec 2005,Asia,Cambodia,Takeo,Foot and mouth disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,781,0,0,52,0
2005,Jul-Dec 2005,Asia,Cambodia,Takeo,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),,Domestic,Swine,-,-,-,-,Animal,48,0,0,9,0
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Anhui,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,34,0,-,6,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Anhui,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,118,11,-,44,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Anhui,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,24,0,-,5,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Anhui,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,434,0,-,28,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Chongking,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,1,1,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Chongking,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,34,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Chongking,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,357,0,-,32,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Chongking,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,19,0,-,3,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Fujian,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,92,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Fujian,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,91,0,-,40,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Fujian,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,1488,1524,-,1195,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Fujian,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,12,0,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Fujian,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,1454,0,-,432,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Gansu,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,584,46,-,320,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Gansu,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,94,0,-,52,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangdong,Atrophic rhinitis of swine (-2005),,Domestic,Swine,-,-,-,-,Animal,589,0,-,12,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangdong,Aujeszky's disease virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,65,0,-,21,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangdong,Classical swine fever virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,31886,211,-,12435,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangdong,Porcine reproductive and respiratory syndrome virus (Inf. with),,Domestic,Swine,-,-,-,-,Animal,4623,33,-,264,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangdong,Taenia solium (Inf. with) (Porcine cysticercosis),,Domestic,Swine,-,-,-,-,Animal,4,1,-,0,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Guangdong,Transmissible gastroenteritis,,Domestic,Swine,-,-,-,-,Animal,16970,1,-,214,-
