Year,Semester,Region,Country,Disease,Animal category,Species,Vaccine type,Number of vaccinated
2005,Jul-Dec 2005,Asia,Afghanistan,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Armenia,Anthrax,Domestic,Swine,-,26613
2005,Jul-Dec 2005,Asia,Armenia,Classical swine fever virus (Inf. with),Domestic,Swine,-,262994
2005,Jul-Dec 2005,Asia,Armenia,African swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Armenia,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Austria,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Azerbaijan,Anthrax,Domestic,Swine,-,503
2005,Jul-Dec 2005,Europe,Belarus,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,106800
2005,Jul-Dec 2005,Europe,Belarus,Transmissible gastroenteritis,Domestic,Swine,-,196377
2005,Jul-Dec 2005,Europe,Belarus,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,342000
2005,Jul-Dec 2005,Europe,Belarus,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,935970
2005,Jul-Dec 2005,Europe,Belarus,Classical swine fever virus (Inf. with),Domestic,Swine,-,4123850
2005,Jul-Dec 2005,Europe,Belgium,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Bhutan,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,177
2005,Jul-Dec 2005,Asia,Bhutan,Classical swine fever virus (Inf. with),Domestic,Swine,-,726
2005,Jul-Dec 2005,Europe,Bosnia and Herzegovina,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Brazil,Rabies virus (Inf. with),Domestic,Swine,-,3059
2005,Jul-Dec 2005,Americas,Brazil,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,20609
2005,Jul-Dec 2005,Americas,Brazil,Leptospirosis,Domestic,Swine,-,173137
2005,Jul-Dec 2005,Americas,Brazil,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,311677
2005,Jul-Dec 2005,Europe,Bulgaria,Transmissible gastroenteritis,Domestic,Swine,-,1029
2005,Jul-Dec 2005,Europe,Bulgaria,Leptospirosis,Domestic,Swine,-,42978
2005,Jul-Dec 2005,Europe,Bulgaria,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,157790
2005,Jul-Dec 2005,Europe,Bulgaria,Classical swine fever virus (Inf. with),Domestic,Swine,-,1605916
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Transmissible gastroenteritis,Domestic,Swine,-,1790089
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Atrophic rhinitis of swine (-2005),Domestic,Swine,-,3238936
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,12235796
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Japanese encephalitis,Domestic,Swine,-,12731917
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Aujeszky's disease virus (Inf. with),Domestic,Swine,-,17893517
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Foot and mouth disease virus (Inf. with),Domestic,Swine,-,400904139
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Classical swine fever virus (Inf. with),Domestic,Swine,-,433973485
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Anthrax,Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Chinese Taipei,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,4576788
2005,Jul-Dec 2005,Asia,Chinese Taipei,Classical swine fever virus (Inf. with),Domestic,Swine,-,4634344
2005,Jul-Dec 2005,Asia,Chinese Taipei,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Chinese Taipei,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Chinese Taipei,Transmissible gastroenteritis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Colombia,Classical swine fever virus (Inf. with),Domestic,Swine,-,2900276
2005,Jul-Dec 2005,Americas,Costa Rica,Anthrax,Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Costa Rica,Leptospirosis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Costa Rica,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Costa Rica,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Croatia,Rabies virus (Inf. with),Domestic,Swine,-,4
2005,Jul-Dec 2005,Europe,Croatia,Leptospirosis,Domestic,Swine,-,13293
2005,Jul-Dec 2005,Europe,Croatia,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,51307
2005,Jul-Dec 2005,Americas,Cuba,Classical swine fever virus (Inf. with),Domestic,Swine,-,1114
2005,Jul-Dec 2005,Americas,Cuba,Leptospirosis,Domestic,Swine,-,43885
2005,Jul-Dec 2005,Americas,Cuba,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,52851
2005,Jul-Dec 2005,Americas,Dominican (Rep.),Classical swine fever virus (Inf. with),Domestic,Swine,-,791242
2005,Jul-Dec 2005,Americas,Ecuador,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,20000
2005,Jul-Dec 2005,Americas,Ecuador,Classical swine fever virus (Inf. with),Domestic,Swine,-,200000
2005,Jul-Dec 2005,Americas,El Salvador,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Estonia,Rabies virus (Inf. with),Domestic,Swine,-,7
2005,Jul-Dec 2005,Europe,Estonia,Leptospirosis,Domestic,Swine,-,27648
2005,Jul-Dec 2005,Europe,France,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Africa,Ghana,Anthrax,Domestic,Swine,-,20
2005,Jul-Dec 2005,Americas,Guatemala,Classical swine fever virus (Inf. with),Domestic,Swine,-,150000
2005,Jul-Dec 2005,Americas,Haiti,Classical swine fever virus (Inf. with),Domestic,Swine,-,267240
2005,Jul-Dec 2005,Asia,Hong Kong,Classical swine fever virus (Inf. with),Domestic,Swine,-,215931
2005,Jul-Dec 2005,Asia,Hong Kong,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,215931
2005,Jul-Dec 2005,Asia,India,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Indonesia,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Indonesia,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Israel,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,1200
2005,Jul-Dec 2005,Asia,Israel,Transmissible gastroenteritis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Italy,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Italy,Leptospirosis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Japan,Anthrax,Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Japan,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Japan,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Japan,Japanese encephalitis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Japan,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Japan,Transmissible gastroenteritis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Kazakhstan,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,372353
2005,Jul-Dec 2005,Asia,Kazakhstan,Anthrax,Domestic,Swine,-,777809
2005,Jul-Dec 2005,Asia,Laos,Classical swine fever virus (Inf. with),Domestic,Swine,-,222776
2005,Jul-Dec 2005,Europe,Latvia,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,21
2005,Jul-Dec 2005,Europe,Latvia,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,2378
2005,Jul-Dec 2005,Europe,Latvia,Leptospirosis,Domestic,Swine,-,7444
2005,Jul-Dec 2005,Europe,Latvia,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,10425
2005,Jul-Dec 2005,Europe,Latvia,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,35063
2005,Jul-Dec 2005,Europe,Lithuania,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,21985
2005,Jul-Dec 2005,Africa,Madagascar,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Africa,Madagascar,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,-
2005,Jul-Dec 2005,Africa,Malawi,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Africa,Mauritius,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Mexico,Leptospirosis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Moldova,Rabies virus (Inf. with),Domestic,Swine,-,146
2005,Jul-Dec 2005,Europe,Moldova,Leptospirosis,Domestic,Swine,-,735
2005,Jul-Dec 2005,Europe,Moldova,Anthrax,Domestic,Swine,-,1363
2005,Jul-Dec 2005,Europe,Moldova,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,33088
2005,Jul-Dec 2005,Europe,Moldova,Classical swine fever virus (Inf. with),Domestic,Swine,-,162729
2005,Jul-Dec 2005,Europe,Moldova,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,217017
2005,Jul-Dec 2005,Asia,Myanmar,Classical swine fever virus (Inf. with),Domestic,Swine,-,347000
2005,Jul-Dec 2005,Europe,Netherlands,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Netherlands,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Netherlands,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Oceania,New Zealand,Leptospirosis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Nicaragua,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Paraguay,Classical swine fever virus (Inf. with),Domestic,Swine,-,2591
2005,Jul-Dec 2005,Americas,Peru,Anthrax,Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Peru,Brucella suis (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Americas,Peru,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Philippines,Classical swine fever virus (Inf. with),Domestic,Swine,-,50865
2005,Jul-Dec 2005,Asia,Philippines,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,283028
2005,Jul-Dec 2005,Europe,Portugal,Leptospirosis,Domestic,Swine,-,39890
2005,Jul-Dec 2005,Europe,Portugal,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,1286753
2005,Jul-Dec 2005,Europe,Romania,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Russia,Rabies virus (Inf. with),Domestic,Swine,-,4083
2005,Jul-Dec 2005,Europe,Russia,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,44410
2005,Jul-Dec 2005,Europe,Russia,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,271468
2005,Jul-Dec 2005,Europe,Russia,Transmissible gastroenteritis,Domestic,Swine,-,309480
2005,Jul-Dec 2005,Europe,Russia,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,598989
2005,Jul-Dec 2005,Europe,Russia,Anthrax,Domestic,Swine,-,950330
2005,Jul-Dec 2005,Europe,Russia,Leptospirosis,Domestic,Swine,-,2574320
2005,Jul-Dec 2005,Europe,Russia,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,4823430
2005,Jul-Dec 2005,Europe,Russia,Classical swine fever virus (Inf. with),Domestic,Swine,-,12346670
2005,Jul-Dec 2005,Europe,Serbia and Montenegro,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,231027
2005,Jul-Dec 2005,Europe,Serbia and Montenegro,Classical swine fever virus (Inf. with),Domestic,Swine,-,1576228
2005,Jul-Dec 2005,Africa,South Africa,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Spain,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,27690390
2005,Jul-Dec 2005,Europe,Spain,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Spain,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Sri Lanka,Japanese encephalitis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Thailand,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Thailand,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Africa,Uganda,African swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Europe,Ukraine,Rabies virus (Inf. with),Domestic,Swine,-,7260
2005,Jul-Dec 2005,Europe,Ukraine,Anthrax,Domestic,Swine,-,15531
2005,Jul-Dec 2005,Europe,Ukraine,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,129828
2005,Jul-Dec 2005,Europe,Ukraine,Leptospirosis,Domestic,Swine,-,337005
2005,Jul-Dec 2005,Europe,Ukraine,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,813521
2005,Jul-Dec 2005,Europe,Ukraine,Classical swine fever virus (Inf. with),Domestic,Swine,-,2971042
2005,Jul-Dec 2005,Americas,United States of America,Leptospirosis,Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Uzbekistan,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,10734
2005,Jul-Dec 2005,Americas,Venezuela,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jul-Dec 2005,Asia,Vietnam,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,321000
2005,Jul-Dec 2005,Asia,Vietnam,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Afghanistan,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Armenia,Anthrax,Domestic,Swine,-,62517
2005,Jan-Jun 2005,Asia,Armenia,African swine fever virus (Inf. with),Domestic,Swine,-,294869
2005,Jan-Jun 2005,Asia,Armenia,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Austria,Rabies virus (Inf. with),Domestic,Swine,-,1
2005,Jan-Jun 2005,Asia,Azerbaijan,Brucella suis (Inf. with),Domestic,Swine,-,920
2005,Jan-Jun 2005,Asia,Azerbaijan,Anthrax,Domestic,Swine,-,6996
2005,Jan-Jun 2005,Asia,Azerbaijan,Classical swine fever virus (Inf. with),Domestic,Swine,-,10864
2005,Jan-Jun 2005,Europe,Belarus,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,106800
2005,Jan-Jun 2005,Europe,Belarus,Transmissible gastroenteritis,Domestic,Swine,-,196377
2005,Jan-Jun 2005,Europe,Belarus,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,342000
2005,Jan-Jun 2005,Europe,Belarus,Classical swine fever virus (Inf. with),Domestic,Swine,-,4123850
2005,Jan-Jun 2005,Europe,Belgium,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Bhutan,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,9
2005,Jan-Jun 2005,Asia,Bhutan,Classical swine fever virus (Inf. with),Domestic,Swine,-,104
2005,Jan-Jun 2005,Europe,Bosnia and Herzegovina,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Brazil,Rabies virus (Inf. with),Domestic,Swine,-,852
2005,Jan-Jun 2005,Americas,Brazil,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,13440
2005,Jan-Jun 2005,Americas,Brazil,Leptospirosis,Domestic,Swine,-,203530
2005,Jan-Jun 2005,Americas,Brazil,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,258523
2005,Jan-Jun 2005,Europe,Bulgaria,Transmissible gastroenteritis,Domestic,Swine,-,3052
2005,Jan-Jun 2005,Europe,Bulgaria,Leptospirosis,Domestic,Swine,-,55888
2005,Jan-Jun 2005,Europe,Bulgaria,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,191530
2005,Jan-Jun 2005,Europe,Bulgaria,Classical swine fever virus (Inf. with),Domestic,Swine,-,1201877
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Atrophic rhinitis of swine (-2005),Domestic,Swine,-,1260404
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Transmissible gastroenteritis,Domestic,Swine,-,1293519
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,8300721
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Foot and mouth disease virus (Inf. with),Domestic,Swine,-,474958515
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Anthrax,Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Chinese Taipei,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,9320120
2005,Jan-Jun 2005,Asia,Chinese Taipei,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Chinese Taipei,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Chinese Taipei,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Chinese Taipei,Transmissible gastroenteritis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Colombia,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Costa Rica,Anthrax,Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Costa Rica,Leptospirosis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Costa Rica,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Croatia,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,51307
2005,Jan-Jun 2005,Europe,Croatia,Leptospirosis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Croatia,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Cuba,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,68002
2005,Jan-Jun 2005,Americas,Cuba,Leptospirosis,Domestic,Swine,-,71644
2005,Jan-Jun 2005,Americas,Cuba,Classical swine fever virus (Inf. with),Domestic,Swine,-,1324000
2005,Jan-Jun 2005,Americas,Dominican (Rep.),Classical swine fever virus (Inf. with),Domestic,Swine,-,511516
2005,Jan-Jun 2005,Americas,Dominican (Rep.),Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Ecuador,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,30000
2005,Jan-Jun 2005,Americas,Ecuador,Classical swine fever virus (Inf. with),Domestic,Swine,-,300000
2005,Jan-Jun 2005,Americas,El Salvador,Classical swine fever virus (Inf. with),Domestic,Swine,-,90000
2005,Jan-Jun 2005,Europe,Estonia,Leptospirosis,Domestic,Swine,-,25967
2005,Jan-Jun 2005,Europe,Estonia,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Africa,Ghana,Anthrax,Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Guatemala,Classical swine fever virus (Inf. with),Domestic,Swine,-,36000
2005,Jan-Jun 2005,Americas,Haiti,Classical swine fever virus (Inf. with),Domestic,Swine,-,201693
2005,Jan-Jun 2005,Asia,Hong Kong,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,215931
2005,Jan-Jun 2005,Asia,Hong Kong,Classical swine fever virus (Inf. with),Domestic,Swine,-,221099
2005,Jan-Jun 2005,Asia,India,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,India,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Indonesia,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Indonesia,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Israel,Transmissible gastroenteritis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Italy,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Italy,Leptospirosis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Japan,Anthrax,Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Japan,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Japan,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Japan,Japanese encephalitis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Japan,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Japan,Transmissible gastroenteritis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Kazakhstan,Anthrax,Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Kazakhstan,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Laos,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Latvia,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,814
2005,Jan-Jun 2005,Europe,Latvia,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,1695
2005,Jan-Jun 2005,Europe,Latvia,Leptospirosis,Domestic,Swine,-,4174
2005,Jan-Jun 2005,Europe,Latvia,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,11314
2005,Jan-Jun 2005,Europe,Latvia,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,31696
2005,Jan-Jun 2005,Africa,Madagascar,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Africa,Madagascar,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,-
2005,Jan-Jun 2005,Africa,Malawi,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Africa,Mauritius,Classical swine fever virus (Inf. with),Domestic,Swine,-,5000
2005,Jan-Jun 2005,Americas,Mexico,Leptospirosis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Moldova,Rabies virus (Inf. with),Domestic,Swine,-,450
2005,Jan-Jun 2005,Europe,Moldova,Leptospirosis,Domestic,Swine,-,1223
2005,Jan-Jun 2005,Europe,Moldova,Anthrax,Domestic,Swine,-,1767
2005,Jan-Jun 2005,Europe,Moldova,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,63560
2005,Jan-Jun 2005,Europe,Moldova,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,189834
2005,Jan-Jun 2005,Europe,Moldova,Classical swine fever virus (Inf. with),Domestic,Swine,-,271721
2005,Jan-Jun 2005,Asia,Myanmar,Classical swine fever virus (Inf. with),Domestic,Swine,-,48000
2005,Jan-Jun 2005,Europe,Netherlands,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Netherlands,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Netherlands,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Oceania,New Zealand,Leptospirosis,Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Nicaragua,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Americas,Paraguay,Classical swine fever virus (Inf. with),Domestic,Swine,-,1854
2005,Jan-Jun 2005,Americas,Peru,Anthrax,Domestic,Swine,-,489
2005,Jan-Jun 2005,Americas,Peru,Brucella suis (Inf. with),Domestic,Swine,-,39251
2005,Jan-Jun 2005,Americas,Peru,Classical swine fever virus (Inf. with),Domestic,Swine,-,39251
2005,Jan-Jun 2005,Asia,Philippines,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,43569
2005,Jan-Jun 2005,Asia,Philippines,Classical swine fever virus (Inf. with),Domestic,Swine,-,162703
2005,Jan-Jun 2005,Europe,Portugal,Leptospirosis,Domestic,Swine,-,39890
2005,Jan-Jun 2005,Europe,Portugal,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,475660
2005,Jan-Jun 2005,Europe,Portugal,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,1270125
2005,Jan-Jun 2005,Europe,Portugal,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Romania,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Russia,Rabies virus (Inf. with),Domestic,Swine,-,9293
2005,Jan-Jun 2005,Europe,Russia,Foot and mouth disease virus (Inf. with),Domestic,Swine,-,19380
2005,Jan-Jun 2005,Europe,Russia,Enterovirus encephalomyelitis (-2005),Domestic,Swine,-,61080
2005,Jan-Jun 2005,Europe,Russia,Transmissible gastroenteritis,Domestic,Swine,-,261220
2005,Jan-Jun 2005,Europe,Russia,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,509440
2005,Jan-Jun 2005,Europe,Russia,Anthrax,Domestic,Swine,-,1139000
2005,Jan-Jun 2005,Europe,Russia,Leptospirosis,Domestic,Swine,-,2620800
2005,Jan-Jun 2005,Europe,Russia,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,4473120
2005,Jan-Jun 2005,Europe,Russia,Classical swine fever virus (Inf. with),Domestic,Swine,-,12575240
2005,Jan-Jun 2005,Europe,Serbia and Montenegro,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,231027
2005,Jan-Jun 2005,Europe,Serbia and Montenegro,Classical swine fever virus (Inf. with),Domestic,Swine,-,1604047
2005,Jan-Jun 2005,Europe,Slovenia,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jan-Jun 2005,Africa,South Africa,Anthrax,Domestic,Swine,-,-
2005,Jan-Jun 2005,Africa,South Africa,Rabies virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Spain,Aujeszky's disease virus (Inf. with),Domestic,Swine,-,19155207
2005,Jan-Jun 2005,Europe,Spain,Atrophic rhinitis of swine (-2005),Domestic,Swine,-,-
2005,Jan-Jun 2005,Europe,Spain,Porcine reproductive and respiratory syndrome virus (Inf. with),Domestic,Swine,-,-
2005,Jan-Jun 2005,Asia,Sri Lanka,Classical swine fever virus (Inf. with),Domestic,Swine,-,-
