Year,Semester,Region,Country,Disease,Animal category,Species,Vaccine type,Number of vaccinated
2009,Jul-Dec 2009,Asia,Bhutan,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Bhutan,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Bolivia,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Bolivia,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Bolivia,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Botswana,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Botswana,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Brazil,Fowl typhoid,Domestic,Birds,-,134913
2009,Jul-Dec 2009,Americas,Brazil,Fowl cholera (-2011),Domestic,Birds,-,469013
2009,Jul-Dec 2009,Americas,Brazil,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,1568386
2009,Jul-Dec 2009,Americas,Brazil,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),Domestic,Birds,-,1568386
2009,Jul-Dec 2009,Americas,Brazil,Newcastle disease virus (Inf. with),Domestic,Birds,-,469135185
2009,Jul-Dec 2009,Americas,Brazil,Avian infectious bronchitis,Domestic,Birds,-,1543112053
2009,Jul-Dec 2009,Americas,Brazil,Marek's disease (-2011),Domestic,Birds,-,1877392640
2009,Jul-Dec 2009,Americas,Brazil,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,2378050275
2009,Jul-Dec 2009,Americas,Brazil,Pullorum disease,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Brunei,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,9765338
2009,Jul-Dec 2009,Asia,Brunei,Newcastle disease virus (Inf. with),Domestic,Birds,-,9765338
2009,Jul-Dec 2009,Europe,Bulgaria,Avian infectious laryngotracheitis,Domestic,Birds,-,181181
2009,Jul-Dec 2009,Europe,Bulgaria,Marek's disease (-2011),Domestic,Birds,-,202700
2009,Jul-Dec 2009,Europe,Bulgaria,Fowl cholera (-2011),Domestic,Birds,-,428112
2009,Jul-Dec 2009,Europe,Bulgaria,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,16295951
2009,Jul-Dec 2009,Europe,Bulgaria,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Burkina Faso,Newcastle disease virus (Inf. with),Domestic,Birds,-,5975473
2009,Jul-Dec 2009,Africa,Cameroon,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Cameroon,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Cameroon,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Cameroon,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Cameroon,Pullorum disease,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Canada,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Canada,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Canada,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Canada,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Central African (Rep.),Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Chile,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Chile,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Chile,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Pullorum disease,Domestic,Birds,-,15275672
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Duck virus hepatitis,Domestic,Birds,-,77210305
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Fowl cholera (-2011),Domestic,Birds,-,322203830
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Avian infectious laryngotracheitis,Domestic,Birds,-,368294742
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Marek's disease (-2011),Domestic,Birds,-,490995819
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Avian infectious bronchitis,Domestic,Birds,-,1111523755
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Infectious bursal disease (Gumboro disease),Domestic,Birds,-,1630449155
2009,Jul-Dec 2009,Asia,China (People's Rep. of),Newcastle disease virus (Inf. with),Domestic,Birds,-,3758018736
2009,Jul-Dec 2009,Asia,China (People's Rep. of),High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,7437211400
2009,Jul-Dec 2009,Asia,Chinese Taipei,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Duck virus hepatitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Fowl typhoid,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Chinese Taipei,Pullorum disease,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Colombia,Newcastle disease virus (Inf. with),Domestic,Birds,-,50091399
2009,Jul-Dec 2009,Africa,Congo (Dem. Rep. of the),Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Congo (Dem. Rep. of the),Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Congo (Dem. Rep. of the),Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Congo (Dem. Rep. of the),Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Costa Rica,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Cote D'Ivoire,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Cote D'Ivoire,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Croatia,Marek's disease (-2011),Domestic,Birds,-,12000
2009,Jul-Dec 2009,Europe,Croatia,Avian infectious bronchitis,Domestic,Birds,-,14158750
2009,Jul-Dec 2009,Europe,Croatia,Newcastle disease virus (Inf. with),Domestic,Birds,-,18900000
2009,Jul-Dec 2009,Europe,Croatia,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,21068900
2009,Jul-Dec 2009,Americas,Cuba,Avian infectious bronchitis,Domestic,Birds,-,6618246
2009,Jul-Dec 2009,Americas,Cuba,Marek's disease (-2011),Domestic,Birds,-,7820735
2009,Jul-Dec 2009,Americas,Cuba,Newcastle disease virus (Inf. with),Domestic,Birds,-,19376921
2009,Jul-Dec 2009,Americas,Cuba,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,21732116
2009,Jul-Dec 2009,Asia,Cyprus,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Cyprus,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Cyprus,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Czech Republic,Newcastle disease virus (Inf. with),Domestic,Birds,-,7335809
2009,Jul-Dec 2009,Europe,Czech Republic,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Czech Republic,Duck virus hepatitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Czech Republic,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Czech Republic,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Denmark,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Denmark,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Djibouti,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Ecuador,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Egypt,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Egypt,Duck virus hepatitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Egypt,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Egypt,High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Egypt,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,El Salvador,Avian infectious bronchitis,Domestic,Birds,-,30500000
2009,Jul-Dec 2009,Americas,El Salvador,High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,30500000
2009,Jul-Dec 2009,Americas,El Salvador,Low pathogenic avian influenza (poultry) (2006-2021),Domestic,Birds,-,30500000
2009,Jul-Dec 2009,Americas,El Salvador,Newcastle disease virus (Inf. with),Domestic,Birds,-,30500000
2009,Jul-Dec 2009,Africa,Eritrea,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,400000
2009,Jul-Dec 2009,Africa,Eritrea,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Estonia,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,5144253
2009,Jul-Dec 2009,Europe,Estonia,Avian infectious bronchitis,Domestic,Birds,-,5355953
2009,Jul-Dec 2009,Europe,Estonia,Newcastle disease virus (Inf. with),Domestic,Birds,-,9682120
2009,Jul-Dec 2009,Africa,Ethiopia,Newcastle disease virus (Inf. with),Domestic,Birds,-,21906
2009,Jul-Dec 2009,Africa,Gambia,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Georgia,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Germany,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Germany,High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Germany,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Ghana,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Ghana,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Greece,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Guatemala,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Guatemala,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Guatemala,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Guatemala,Low pathogenic avian influenza (poultry) (2006-2021),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Guinea,Newcastle disease virus (Inf. with),Domestic,Birds,-,199201
2009,Jul-Dec 2009,Africa,Guinea-Bissau,Newcastle disease virus (Inf. with),Domestic,Birds,-,9883
2009,Jul-Dec 2009,Americas,Guyana,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Guyana,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Guyana,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Guyana,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Haiti,Newcastle disease virus (Inf. with),Domestic,Birds,-,128315
2009,Jul-Dec 2009,Americas,Honduras,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Honduras,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Honduras,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Honduras,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Honduras,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Honduras,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Honduras,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Hong Kong,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Hong Kong,High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Hong Kong,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Hong Kong,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Hong Kong,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Hungary,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Fowl typhoid,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,India,Pullorum disease,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Indonesia,High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Indonesia,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Indonesia,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Iran,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,2000000
2009,Jul-Dec 2009,Asia,Iran,Fowl cholera (-2011),Domestic,Birds,-,2300000
2009,Jul-Dec 2009,Asia,Iran,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),Domestic,Birds,-,2500000
2009,Jul-Dec 2009,Asia,Iran,Turkey rhinotracheitis (2006-),Domestic,Birds,-,4000000
2009,Jul-Dec 2009,Asia,Iran,Marek's disease (-2011),Domestic,Birds,-,17000000
2009,Jul-Dec 2009,Asia,Iran,Avian infectious laryngotracheitis,Domestic,Birds,-,22000000
2009,Jul-Dec 2009,Asia,Iran,Low pathogenic avian influenza (poultry) (2006-2021),Domestic,Birds,-,200000000
2009,Jul-Dec 2009,Asia,Iran,Avian infectious bronchitis,Domestic,Birds,-,400000000
2009,Jul-Dec 2009,Asia,Iran,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,400000000
2009,Jul-Dec 2009,Asia,Iran,Newcastle disease virus (Inf. with),Domestic,Birds,-,400000000
2009,Jul-Dec 2009,Asia,Iraq,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,20410
2009,Jul-Dec 2009,Asia,Iraq,Avian infectious bronchitis,Domestic,Birds,-,25300
2009,Jul-Dec 2009,Asia,Iraq,Newcastle disease virus (Inf. with),Domestic,Birds,-,1422151
2009,Jul-Dec 2009,Europe,Ireland,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Ireland,Duck virus hepatitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Ireland,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Ireland,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Ireland,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Israel,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Israel,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Israel,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Israel,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Israel,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Israel,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Fowl typhoid,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Japan,Pullorum disease,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Jordan,Avian chlamydiosis,Domestic,Birds,-,234000
2009,Jul-Dec 2009,Asia,Jordan,Fowl typhoid,Domestic,Birds,-,1000000
2009,Jul-Dec 2009,Asia,Jordan,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,1000000
2009,Jul-Dec 2009,Asia,Jordan,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),Domestic,Birds,-,1000000
2009,Jul-Dec 2009,Asia,Jordan,Avian infectious laryngotracheitis,Domestic,Birds,-,2000000
2009,Jul-Dec 2009,Asia,Jordan,Marek's disease (-2011),Domestic,Birds,-,33000000
2009,Jul-Dec 2009,Asia,Jordan,Avian infectious bronchitis,Domestic,Birds,-,330000000
2009,Jul-Dec 2009,Asia,Jordan,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,330000000
2009,Jul-Dec 2009,Asia,Jordan,Newcastle disease virus (Inf. with),Domestic,Birds,-,480000000
2009,Jul-Dec 2009,Africa,Kenya,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,5520
2009,Jul-Dec 2009,Africa,Kenya,Newcastle disease virus (Inf. with),Domestic,Birds,-,23650
2009,Jul-Dec 2009,Africa,Kenya,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Dem People's Rep. of),Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Dem People's Rep. of),Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Dem People's Rep. of),Fowl typhoid,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Dem People's Rep. of),High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Dem People's Rep. of),Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Dem People's Rep. of),Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Rep. of),Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Korea (Rep. of),Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Kuwait,Avian infectious laryngotracheitis,Domestic,Birds,-,522500
2009,Jul-Dec 2009,Asia,Kuwait,Avian infectious bronchitis,Domestic,Birds,-,1168000
2009,Jul-Dec 2009,Asia,Kuwait,High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,2455000
2009,Jul-Dec 2009,Asia,Kuwait,Newcastle disease virus (Inf. with),Domestic,Birds,-,20779500
2009,Jul-Dec 2009,Asia,Kuwait,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,25923000
2009,Jul-Dec 2009,Asia,Kyrgyzstan,Newcastle disease virus (Inf. with),Domestic,Birds,-,1350053
2009,Jul-Dec 2009,Asia,Laos,Newcastle disease virus (Inf. with),Domestic,Birds,-,1325000
2009,Jul-Dec 2009,Europe,Latvia,Marek's disease (-2011),Domestic,Birds,-,3109427
2009,Jul-Dec 2009,Europe,Latvia,Newcastle disease virus (Inf. with),Domestic,Birds,-,9445179
2009,Jul-Dec 2009,Europe,Latvia,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,10044975
2009,Jul-Dec 2009,Europe,Latvia,Avian infectious bronchitis,Domestic,Birds,-,10557705
2009,Jul-Dec 2009,Asia,Lebanon,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,1000000
2009,Jul-Dec 2009,Asia,Lebanon,Marek's disease (-2011),Domestic,Birds,-,2500000
2009,Jul-Dec 2009,Asia,Lebanon,Pullorum disease,Domestic,Birds,-,2500000
2009,Jul-Dec 2009,Asia,Lebanon,Avian infectious laryngotracheitis,Domestic,Birds,-,2550000
2009,Jul-Dec 2009,Asia,Lebanon,Low pathogenic avian influenza (poultry) (2006-2021),Domestic,Birds,-,10000000
2009,Jul-Dec 2009,Asia,Lebanon,Avian infectious bronchitis,Domestic,Birds,-,30000000
2009,Jul-Dec 2009,Asia,Lebanon,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,30000000
2009,Jul-Dec 2009,Asia,Lebanon,Newcastle disease virus (Inf. with),Domestic,Birds,-,30000000
2009,Jul-Dec 2009,Africa,Lesotho,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Lithuania,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,13860
2009,Jul-Dec 2009,Europe,Lithuania,Turkey rhinotracheitis (2006-),Domestic,Birds,-,2414818
2009,Jul-Dec 2009,Europe,Lithuania,Avian infectious laryngotracheitis,Domestic,Birds,-,2978888
2009,Jul-Dec 2009,Europe,Lithuania,Marek's disease (-2011),Domestic,Birds,-,11705360
2009,Jul-Dec 2009,Europe,Lithuania,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,19653603
2009,Jul-Dec 2009,Europe,Lithuania,Newcastle disease virus (Inf. with),Domestic,Birds,-,29818859
2009,Jul-Dec 2009,Europe,Lithuania,Avian infectious bronchitis,Domestic,Birds,-,42204557
2009,Jul-Dec 2009,Africa,Madagascar,Marek's disease (-2011),Domestic,Birds,-,432698
2009,Jul-Dec 2009,Africa,Madagascar,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,523896
2009,Jul-Dec 2009,Africa,Madagascar,Fowl cholera (-2011),Domestic,Birds,-,1351237
2009,Jul-Dec 2009,Africa,Madagascar,Newcastle disease virus (Inf. with),Domestic,Birds,-,1412398
2009,Jul-Dec 2009,Africa,Malawi,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Malawi,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Malawi,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Malaysia,Newcastle disease virus (Inf. with),Domestic,Birds,-,14912
2009,Jul-Dec 2009,Asia,Malaysia,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Malaysia,Duck virus hepatitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Malaysia,Turkey rhinotracheitis (2006-),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Mali,Newcastle disease virus (Inf. with),Domestic,Birds,-,1044709
2009,Jul-Dec 2009,Africa,Mali,Fowl cholera (-2011),Domestic,Birds,-,1251597
2009,Jul-Dec 2009,Europe,Malta,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Malta,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Malta,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Martinique,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Mexico,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Mexico,Avian infectious laryngotracheitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Mexico,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Mexico,Low pathogenic avian influenza (poultry) (2006-2021),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Mexico,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Mexico,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),Domestic,Birds,-,-
2009,Jul-Dec 2009,Americas,Mexico,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Moldova,Newcastle disease virus (Inf. with),Domestic,Birds,-,13460919
2009,Jul-Dec 2009,Europe,Moldova,Fowl cholera (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Moldova,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Europe,Moldova,Marek's disease (-2011),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Mongolia,High pathogenicity avian influenza viruses (poultry) (Inf. with),Domestic,Birds,-,268
2009,Jul-Dec 2009,Europe,Montenegro,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Morocco,Newcastle disease virus (Inf. with),Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Mozambique,Newcastle disease virus (Inf. with),Domestic,Birds,-,1816821
2009,Jul-Dec 2009,Africa,Mozambique,Avian infectious bronchitis,Domestic,Birds,-,-
2009,Jul-Dec 2009,Africa,Mozambique,Infectious bursal disease (Gumboro disease),Domestic,Birds,-,-
2009,Jul-Dec 2009,Asia,Myanmar,Avian infectious bronchitis,Domestic,Birds,-,-
